PerfID,EmpID,Rating,PerfDate
2201,331,5,2017-12-31 00:00:00
2202,332,3,2017-12-31 00:00:00
2203,333,3,2017-12-31 00:00:00
2204,334,4,2017-12-31 00:00:00
2205,335,3,2017-12-31 00:00:00
2206,336,3,2017-12-31 00:00:00
2207,337,3,2017-12-31 00:00:00
2208,338,4,2017-12-31 00:00:00
2209,339,3,2017-12-31 00:00:00
2210,340,1,2017-12-31 00:00:00
2211,341,2,2017-12-31 00:00:00
2212,342,5,2017-12-31 00:00:00
2213,343,3,2017-12-31 00:00:00
2214,344,2,2017-12-31 00:00:00
2215,345,3,2017-12-31 00:00:00
2216,346,3,2017-12-31 00:00:00
2217,347,3,2017-12-31 00:00:00
2218,348,4,2017-12-31 00:00:00
2219,349,4,2017-12-31 00:00:00
2220,350,3,2017-12-31 00:00:00
2221,351,3,2017-12-31 00:00:00
2222,352,3,2017-12-31 00:00:00
2223,353,3,2017-12-31 00:00:00
2224,354,4,2017-12-31 00:00:00
2225,355,5,2017-12-31 00:00:00
2226,356,4,2017-12-31 00:00:00
2227,357,3,2017-12-31 00:00:00
2228,359,3,2017-12-31 00:00:00
2229,360,3,2017-12-31 00:00:00
2230,361,3,2017-12-31 00:00:00
2231,362,1,2017-12-31 00:00:00
2232,363,3,2017-12-31 00:00:00
2233,364,3,2017-12-31 00:00:00
2234,365,5,2017-12-31 00:00:00
2235,366,5,2017-12-31 00:00:00
2236,367,4,2017-12-31 00:00:00
2237,368,5,2017-12-31 00:00:00
2238,369,2,2017-12-31 00:00:00
2239,371,3,2017-12-31 00:00:00
2240,372,2,2017-12-31 00:00:00
2241,374,3,2017-12-31 00:00:00
2242,375,3,2017-12-31 00:00:00
2243,376,1,2017-12-31 00:00:00
2244,377,3,2017-12-31 00:00:00
2245,378,2,2017-12-31 00:00:00
2246,379,2,2017-12-31 00:00:00
2247,380,3,2017-12-31 00:00:00
2248,381,3,2017-12-31 00:00:00
2249,382,3,2017-12-31 00:00:00
2250,383,3,2017-12-31 00:00:00
2251,384,3,2017-12-31 00:00:00
2252,385,1,2017-12-31 00:00:00
2253,386,3,2017-12-31 00:00:00
2254,387,4,2017-12-31 00:00:00
2255,388,3,2017-12-31 00:00:00
2256,389,5,2017-12-31 00:00:00
2257,390,5,2017-12-31 00:00:00
2258,391,1,2017-12-31 00:00:00
2259,392,2,2017-12-31 00:00:00
2260,393,3,2017-12-31 00:00:00
2261,394,3,2017-12-31 00:00:00
2262,395,5,2017-12-31 00:00:00
2263,396,3,2017-12-31 00:00:00
2264,397,3,2017-12-31 00:00:00
2265,398,2,2017-12-31 00:00:00
2266,399,1,2017-12-31 00:00:00
2267,400,3,2017-12-31 00:00:00
2268,402,3,2017-12-31 00:00:00
2269,403,4,2017-12-31 00:00:00
2270,404,1,2017-12-31 00:00:00
2271,405,3,2017-12-31 00:00:00
2272,406,3,2017-12-31 00:00:00
2273,407,3,2017-12-31 00:00:00
2274,408,3,2017-12-31 00:00:00
2275,409,3,2017-12-31 00:00:00
2276,410,3,2017-12-31 00:00:00
2277,411,3,2017-12-31 00:00:00
2278,412,1,2017-12-31 00:00:00
2279,413,5,2017-12-31 00:00:00
2280,415,1,2017-12-31 00:00:00
2281,416,2,2017-12-31 00:00:00
2282,417,4,2017-12-31 00:00:00
2283,418,2,2017-12-31 00:00:00
2284,419,3,2017-12-31 00:00:00
2285,421,3,2017-12-31 00:00:00
2286,422,4,2017-12-31 00:00:00
2287,423,3,2017-12-31 00:00:00
2288,424,3,2017-12-31 00:00:00
2289,425,3,2017-12-31 00:00:00
2290,426,1,2017-12-31 00:00:00
2291,427,3,2017-12-31 00:00:00
2292,428,2,2017-12-31 00:00:00
2293,429,3,2017-12-31 00:00:00
2294,430,2,2017-12-31 00:00:00
2295,431,3,2017-12-31 00:00:00
2296,432,3,2017-12-31 00:00:00
2297,433,4,2017-12-31 00:00:00
2298,434,5,2017-12-31 00:00:00
2299,435,5,2017-12-31 00:00:00
2300,436,2,2017-12-31 00:00:00
2301,437,3,2017-12-31 00:00:00
2302,438,1,2017-12-31 00:00:00
2303,439,3,2017-12-31 00:00:00
2304,440,4,2017-12-31 00:00:00
2305,442,2,2017-12-31 00:00:00
2306,443,3,2017-12-31 00:00:00
2307,444,3,2017-12-31 00:00:00
2308,445,3,2017-12-31 00:00:00
2309,446,3,2017-12-31 00:00:00
2310,447,5,2017-12-31 00:00:00
2311,448,3,2017-12-31 00:00:00
2312,449,4,2017-12-31 00:00:00
2313,450,1,2017-12-31 00:00:00
2314,451,3,2017-12-31 00:00:00
2315,452,2,2017-12-31 00:00:00
2316,453,3,2017-12-31 00:00:00
2317,454,3,2017-12-31 00:00:00
2318,455,3,2017-12-31 00:00:00
2319,456,4,2017-12-31 00:00:00
2320,457,3,2017-12-31 00:00:00
2321,458,2,2017-12-31 00:00:00
2322,459,2,2017-12-31 00:00:00
2323,460,1,2017-12-31 00:00:00
2324,461,2,2017-12-31 00:00:00
2325,462,3,2017-12-31 00:00:00
2326,463,3,2017-12-31 00:00:00
2327,464,4,2017-12-31 00:00:00
2328,465,3,2017-12-31 00:00:00
2329,466,3,2017-12-31 00:00:00
2330,467,1,2017-12-31 00:00:00
2331,468,1,2017-12-31 00:00:00
2332,469,3,2017-12-31 00:00:00
2333,470,4,2017-12-31 00:00:00
2334,471,4,2017-12-31 00:00:00
2335,472,3,2017-12-31 00:00:00
2336,473,4,2017-12-31 00:00:00
2337,474,3,2017-12-31 00:00:00
2338,475,5,2017-12-31 00:00:00
2339,476,2,2017-12-31 00:00:00
2340,477,2,2017-12-31 00:00:00
2341,478,3,2017-12-31 00:00:00
2342,479,3,2017-12-31 00:00:00
2343,480,2,2017-12-31 00:00:00
2344,481,4,2017-12-31 00:00:00
2345,483,3,2017-12-31 00:00:00
2346,484,1,2017-12-31 00:00:00
2347,485,3,2017-12-31 00:00:00
2348,487,2,2017-12-31 00:00:00
2349,490,2,2017-12-31 00:00:00
2350,491,3,2017-12-31 00:00:00
2351,492,3,2017-12-31 00:00:00
2352,493,3,2017-12-31 00:00:00
2353,494,3,2017-12-31 00:00:00
2354,495,3,2017-12-31 00:00:00
2355,496,2,2017-12-31 00:00:00
2356,497,5,2017-12-31 00:00:00
2357,498,2,2017-12-31 00:00:00
2358,499,4,2017-12-31 00:00:00
2359,500,3,2017-12-31 00:00:00
2360,501,3,2017-12-31 00:00:00
2361,502,2,2017-12-31 00:00:00
2362,503,3,2017-12-31 00:00:00
2363,504,2,2017-12-31 00:00:00
2364,505,4,2017-12-31 00:00:00
2365,506,3,2017-12-31 00:00:00
2366,507,3,2017-12-31 00:00:00
2367,508,4,2017-12-31 00:00:00
2368,509,3,2017-12-31 00:00:00
2369,510,3,2017-12-31 00:00:00
2370,511,4,2017-12-31 00:00:00
2371,512,2,2017-12-31 00:00:00
2372,513,2,2017-12-31 00:00:00
2373,515,3,2017-12-31 00:00:00
2374,516,3,2017-12-31 00:00:00
2375,517,2,2017-12-31 00:00:00
2376,518,3,2017-12-31 00:00:00
2377,519,3,2017-12-31 00:00:00
2378,520,2,2017-12-31 00:00:00
2379,521,2,2017-12-31 00:00:00
2380,522,4,2017-12-31 00:00:00
2381,523,5,2017-12-31 00:00:00
2382,524,2,2017-12-31 00:00:00
2383,525,5,2017-12-31 00:00:00
2384,526,2,2017-12-31 00:00:00
2385,527,4,2017-12-31 00:00:00
2386,528,2,2017-12-31 00:00:00
2387,529,2,2017-12-31 00:00:00
2388,530,2,2017-12-31 00:00:00
2389,532,3,2017-12-31 00:00:00
2390,533,3,2017-12-31 00:00:00
2391,534,4,2017-12-31 00:00:00
2392,535,3,2017-12-31 00:00:00
2393,536,1,2017-12-31 00:00:00
2394,537,3,2017-12-31 00:00:00
2395,538,2,2017-12-31 00:00:00
2396,539,5,2017-12-31 00:00:00
2397,540,3,2017-12-31 00:00:00
2398,541,3,2017-12-31 00:00:00
2399,542,3,2017-12-31 00:00:00
2400,543,3,2017-12-31 00:00:00
2401,544,5,2017-12-31 00:00:00
2402,545,3,2017-12-31 00:00:00
2403,546,4,2017-12-31 00:00:00
2404,547,5,2017-12-31 00:00:00
2405,548,4,2017-12-31 00:00:00
2406,549,2,2017-12-31 00:00:00
2407,550,3,2017-12-31 00:00:00
2408,551,3,2017-12-31 00:00:00
2409,552,3,2017-12-31 00:00:00
2410,553,4,2017-12-31 00:00:00
2411,554,3,2017-12-31 00:00:00
2412,555,3,2017-12-31 00:00:00
2413,556,2,2017-12-31 00:00:00
2414,557,3,2017-12-31 00:00:00
2415,558,3,2017-12-31 00:00:00
2416,559,3,2017-12-31 00:00:00
2417,560,2,2017-12-31 00:00:00
2418,561,3,2017-12-31 00:00:00
2419,562,3,2017-12-31 00:00:00
2420,563,3,2017-12-31 00:00:00
2421,565,4,2017-12-31 00:00:00
2422,566,5,2017-12-31 00:00:00
2423,567,3,2017-12-31 00:00:00
2424,568,1,2017-12-31 00:00:00
2425,569,3,2017-12-31 00:00:00
2426,570,3,2017-12-31 00:00:00
2427,571,1,2017-12-31 00:00:00
2428,572,4,2017-12-31 00:00:00
2429,573,3,2017-12-31 00:00:00
2430,574,5,2017-12-31 00:00:00
2431,575,2,2017-12-31 00:00:00
2432,576,3,2017-12-31 00:00:00
2433,577,5,2017-12-31 00:00:00
2434,578,3,2017-12-31 00:00:00
2435,579,2,2017-12-31 00:00:00
2436,581,4,2017-12-31 00:00:00
2437,583,2,2017-12-31 00:00:00
2438,584,1,2017-12-31 00:00:00
2439,585,3,2017-12-31 00:00:00
2440,586,4,2017-12-31 00:00:00
2441,588,3,2017-12-31 00:00:00
2442,589,1,2017-12-31 00:00:00
2443,590,4,2017-12-31 00:00:00
2444,591,2,2017-12-31 00:00:00
2445,593,5,2017-12-31 00:00:00
2446,594,1,2017-12-31 00:00:00
2447,595,3,2017-12-31 00:00:00
2448,596,3,2017-12-31 00:00:00
2449,597,3,2017-12-31 00:00:00
2450,598,1,2017-12-31 00:00:00
2451,600,2,2017-12-31 00:00:00
2452,601,5,2017-12-31 00:00:00
2453,602,1,2017-12-31 00:00:00
2454,604,5,2017-12-31 00:00:00
2455,605,5,2017-12-31 00:00:00
2456,606,3,2017-12-31 00:00:00
2457,607,3,2017-12-31 00:00:00
2458,609,5,2017-12-31 00:00:00
2459,610,2,2017-12-31 00:00:00
2460,611,2,2017-12-31 00:00:00
2461,612,4,2017-12-31 00:00:00
2462,613,1,2017-12-31 00:00:00
2463,614,1,2017-12-31 00:00:00
2464,615,3,2017-12-31 00:00:00
2465,616,4,2017-12-31 00:00:00
2466,617,2,2017-12-31 00:00:00
2467,618,3,2017-12-31 00:00:00
2468,619,4,2017-12-31 00:00:00
2469,620,3,2017-12-31 00:00:00
2470,622,2,2017-12-31 00:00:00
2471,623,5,2017-12-31 00:00:00
2472,624,2,2017-12-31 00:00:00
2473,626,3,2017-12-31 00:00:00
2474,627,3,2017-12-31 00:00:00
2475,629,3,2017-12-31 00:00:00
2476,632,5,2017-12-31 00:00:00
2477,633,4,2017-12-31 00:00:00
2478,634,3,2017-12-31 00:00:00
2479,635,3,2017-12-31 00:00:00
2480,636,1,2017-12-31 00:00:00
2481,638,4,2017-12-31 00:00:00
2482,639,5,2017-12-31 00:00:00
2483,640,4,2017-12-31 00:00:00
2484,641,3,2017-12-31 00:00:00
2485,642,4,2017-12-31 00:00:00
2486,643,4,2017-12-31 00:00:00
2487,644,3,2017-12-31 00:00:00
2488,645,4,2017-12-31 00:00:00
2489,646,3,2017-12-31 00:00:00
2490,647,4,2017-12-31 00:00:00
2491,649,2,2017-12-31 00:00:00
2492,651,1,2017-12-31 00:00:00
2493,652,3,2017-12-31 00:00:00
2494,653,3,2017-12-31 00:00:00
2495,654,2,2017-12-31 00:00:00
2496,655,3,2017-12-31 00:00:00
2497,656,3,2017-12-31 00:00:00
2498,657,2,2017-12-31 00:00:00
2499,658,1,2017-12-31 00:00:00
2500,659,4,2017-12-31 00:00:00
2501,660,4,2017-12-31 00:00:00
2502,661,3,2017-12-31 00:00:00
2503,663,2,2017-12-31 00:00:00
2504,664,3,2017-12-31 00:00:00
2505,666,3,2017-12-31 00:00:00
2506,667,4,2017-12-31 00:00:00
2507,668,2,2017-12-31 00:00:00
2508,669,4,2017-12-31 00:00:00
2509,670,5,2017-12-31 00:00:00
2510,672,5,2017-12-31 00:00:00
2511,673,1,2017-12-31 00:00:00
2512,675,2,2017-12-31 00:00:00
2513,676,3,2017-12-31 00:00:00
2514,677,1,2017-12-31 00:00:00
2515,678,3,2017-12-31 00:00:00
2516,679,3,2017-12-31 00:00:00
2517,680,3,2017-12-31 00:00:00
2518,681,3,2017-12-31 00:00:00
2519,682,3,2017-12-31 00:00:00
2520,683,5,2017-12-31 00:00:00
2521,684,3,2017-12-31 00:00:00
2522,685,3,2017-12-31 00:00:00
2523,686,3,2017-12-31 00:00:00
2524,687,4,2017-12-31 00:00:00
2525,688,3,2017-12-31 00:00:00
2526,689,4,2017-12-31 00:00:00
2527,690,4,2017-12-31 00:00:00
2528,691,5,2017-12-31 00:00:00
2529,692,3,2017-12-31 00:00:00
2530,693,3,2017-12-31 00:00:00
2531,694,5,2017-12-31 00:00:00
2532,695,2,2017-12-31 00:00:00
2533,696,3,2017-12-31 00:00:00
2534,698,3,2017-12-31 00:00:00
2535,699,2,2017-12-31 00:00:00
2536,700,5,2017-12-31 00:00:00
2537,701,3,2017-12-31 00:00:00
2538,702,1,2017-12-31 00:00:00
2539,703,4,2017-12-31 00:00:00
2540,704,3,2017-12-31 00:00:00
2541,705,2,2017-12-31 00:00:00
2542,706,3,2017-12-31 00:00:00
2543,707,4,2017-12-31 00:00:00
2544,708,1,2017-12-31 00:00:00
2545,709,4,2017-12-31 00:00:00
2546,710,2,2017-12-31 00:00:00
2547,711,1,2017-12-31 00:00:00
2548,712,4,2017-12-31 00:00:00
2549,713,2,2017-12-31 00:00:00
2550,714,3,2017-12-31 00:00:00
2551,715,2,2017-12-31 00:00:00
2552,716,2,2017-12-31 00:00:00
2553,717,4,2017-12-31 00:00:00
2554,718,2,2017-12-31 00:00:00
2555,719,3,2017-12-31 00:00:00
2556,720,1,2017-12-31 00:00:00
2557,721,3,2017-12-31 00:00:00
2558,722,3,2017-12-31 00:00:00
2559,723,1,2017-12-31 00:00:00
2560,724,2,2017-12-31 00:00:00
2561,725,4,2017-12-31 00:00:00
2562,726,3,2017-12-31 00:00:00
2563,727,2,2017-12-31 00:00:00
2564,728,2,2017-12-31 00:00:00
2565,729,2,2017-12-31 00:00:00
2566,730,3,2017-12-31 00:00:00
2567,731,3,2017-12-31 00:00:00
2568,732,3,2017-12-31 00:00:00
2569,733,3,2017-12-31 00:00:00
2570,734,5,2017-12-31 00:00:00
2571,735,2,2017-12-31 00:00:00
2572,736,2,2017-12-31 00:00:00
2573,737,2,2017-12-31 00:00:00
2574,738,3,2017-12-31 00:00:00
2575,739,4,2017-12-31 00:00:00
2576,740,3,2017-12-31 00:00:00
2577,741,3,2017-12-31 00:00:00
2578,742,3,2017-12-31 00:00:00
2579,743,3,2017-12-31 00:00:00
2580,744,1,2017-12-31 00:00:00
2581,745,3,2017-12-31 00:00:00
2582,746,2,2017-12-31 00:00:00
2583,747,1,2017-12-31 00:00:00
2584,748,2,2017-12-31 00:00:00
2585,749,3,2017-12-31 00:00:00
2586,750,1,2017-12-31 00:00:00
2587,751,2,2017-12-31 00:00:00
2588,752,3,2017-12-31 00:00:00
2589,753,5,2017-12-31 00:00:00
2590,754,3,2017-12-31 00:00:00
2591,755,3,2017-12-31 00:00:00
2592,757,4,2017-12-31 00:00:00
2593,758,3,2017-12-31 00:00:00
2594,759,4,2017-12-31 00:00:00
2595,760,5,2017-12-31 00:00:00
2596,761,2,2017-12-31 00:00:00
2597,762,4,2017-12-31 00:00:00
2598,763,3,2017-12-31 00:00:00
2599,764,3,2017-12-31 00:00:00
2600,765,2,2017-12-31 00:00:00
2601,767,3,2017-12-31 00:00:00
2602,768,4,2017-12-31 00:00:00
2603,770,1,2017-12-31 00:00:00
2604,771,4,2017-12-31 00:00:00
2605,772,1,2017-12-31 00:00:00
2606,773,1,2017-12-31 00:00:00
2607,774,4,2017-12-31 00:00:00
2608,775,1,2017-12-31 00:00:00
2609,776,2,2017-12-31 00:00:00
2610,777,3,2017-12-31 00:00:00
2611,778,3,2017-12-31 00:00:00
2612,780,3,2017-12-31 00:00:00
2613,782,4,2017-12-31 00:00:00
2614,783,4,2017-12-31 00:00:00
2615,784,3,2017-12-31 00:00:00
2616,785,1,2017-12-31 00:00:00
2617,786,2,2017-12-31 00:00:00
2618,787,2,2017-12-31 00:00:00
2619,788,1,2017-12-31 00:00:00
2620,789,2,2017-12-31 00:00:00
2621,790,3,2017-12-31 00:00:00
2622,791,4,2017-12-31 00:00:00
2623,792,3,2017-12-31 00:00:00
2624,793,3,2017-12-31 00:00:00
2625,795,2,2017-12-31 00:00:00
2626,796,3,2017-12-31 00:00:00
2627,797,3,2017-12-31 00:00:00
2628,798,1,2017-12-31 00:00:00
2629,800,3,2017-12-31 00:00:00
2630,801,3,2017-12-31 00:00:00
2631,802,1,2017-12-31 00:00:00
2632,803,4,2017-12-31 00:00:00
2633,805,4,2017-12-31 00:00:00
2634,806,4,2017-12-31 00:00:00
2635,807,2,2017-12-31 00:00:00
2636,808,4,2017-12-31 00:00:00
2637,809,3,2017-12-31 00:00:00
2638,810,4,2017-12-31 00:00:00
2639,811,2,2017-12-31 00:00:00
2640,812,2,2017-12-31 00:00:00
2641,813,4,2017-12-31 00:00:00
2642,814,3,2017-12-31 00:00:00
2643,815,4,2017-12-31 00:00:00
2644,816,2,2017-12-31 00:00:00
2645,817,4,2017-12-31 00:00:00
2646,818,1,2017-12-31 00:00:00
2647,819,3,2017-12-31 00:00:00
2648,820,1,2017-12-31 00:00:00
2649,821,3,2017-12-31 00:00:00
2650,822,3,2017-12-31 00:00:00
2651,823,5,2017-12-31 00:00:00
2652,824,2,2017-12-31 00:00:00
2653,825,2,2017-12-31 00:00:00
2654,826,3,2017-12-31 00:00:00
2655,827,3,2017-12-31 00:00:00
2656,828,4,2017-12-31 00:00:00
2657,829,1,2017-12-31 00:00:00
2658,830,3,2017-12-31 00:00:00
2659,831,4,2017-12-31 00:00:00
2660,832,2,2017-12-31 00:00:00
2661,833,4,2017-12-31 00:00:00
2662,836,3,2017-12-31 00:00:00
2663,838,3,2017-12-31 00:00:00
2664,840,3,2017-12-31 00:00:00
2665,841,5,2017-12-31 00:00:00
2666,842,3,2017-12-31 00:00:00
2667,843,4,2017-12-31 00:00:00
2668,844,4,2017-12-31 00:00:00
2669,845,3,2017-12-31 00:00:00
2670,846,3,2017-12-31 00:00:00
2671,847,3,2017-12-31 00:00:00
2672,848,2,2017-12-31 00:00:00
2673,849,4,2017-12-31 00:00:00
2674,850,3,2017-12-31 00:00:00
2675,851,2,2017-12-31 00:00:00
2676,852,5,2017-12-31 00:00:00
2677,853,4,2017-12-31 00:00:00
2678,854,2,2017-12-31 00:00:00
2679,855,4,2017-12-31 00:00:00
2680,856,3,2017-12-31 00:00:00
2681,857,2,2017-12-31 00:00:00
2682,858,3,2017-12-31 00:00:00
2683,859,2,2017-12-31 00:00:00
2684,860,4,2017-12-31 00:00:00
2685,861,4,2017-12-31 00:00:00
2686,862,2,2017-12-31 00:00:00
2687,863,3,2017-12-31 00:00:00
2688,864,5,2017-12-31 00:00:00
2689,865,3,2017-12-31 00:00:00
2690,866,1,2017-12-31 00:00:00
2691,867,4,2017-12-31 00:00:00
2692,868,2,2017-12-31 00:00:00
2693,869,3,2017-12-31 00:00:00
2694,870,2,2017-12-31 00:00:00
2695,871,3,2017-12-31 00:00:00
2696,872,1,2017-12-31 00:00:00
2697,873,2,2017-12-31 00:00:00
2698,874,4,2017-12-31 00:00:00
2699,875,4,2017-12-31 00:00:00
2700,876,3,2017-12-31 00:00:00
2701,877,2,2017-12-31 00:00:00
2702,878,2,2017-12-31 00:00:00
2703,879,4,2017-12-31 00:00:00
2704,880,4,2017-12-31 00:00:00
2705,881,4,2017-12-31 00:00:00
2706,883,3,2017-12-31 00:00:00
2707,884,3,2017-12-31 00:00:00
2708,885,3,2017-12-31 00:00:00
2709,886,4,2017-12-31 00:00:00
2710,887,4,2017-12-31 00:00:00
2711,888,4,2017-12-31 00:00:00
2712,889,3,2017-12-31 00:00:00
2713,890,1,2017-12-31 00:00:00
2714,891,3,2017-12-31 00:00:00
2715,892,3,2017-12-31 00:00:00
2716,893,3,2017-12-31 00:00:00
2717,894,4,2017-12-31 00:00:00
2718,895,5,2017-12-31 00:00:00
2719,896,3,2017-12-31 00:00:00
2720,897,3,2017-12-31 00:00:00
2721,898,4,2017-12-31 00:00:00
2722,899,3,2017-12-31 00:00:00
2723,900,3,2017-12-31 00:00:00
2724,901,5,2017-12-31 00:00:00
2725,902,4,2017-12-31 00:00:00
2726,903,2,2017-12-31 00:00:00
2727,904,3,2017-12-31 00:00:00
2728,905,4,2017-12-31 00:00:00
2729,906,1,2017-12-31 00:00:00
2730,907,4,2017-12-31 00:00:00
2731,908,4,2017-12-31 00:00:00
2732,910,3,2017-12-31 00:00:00
2733,911,4,2017-12-31 00:00:00
2734,912,1,2017-12-31 00:00:00
2735,913,4,2017-12-31 00:00:00
2736,914,3,2017-12-31 00:00:00
2737,915,5,2017-12-31 00:00:00
2738,916,3,2017-12-31 00:00:00
2739,917,1,2017-12-31 00:00:00
2740,918,2,2017-12-31 00:00:00
2741,919,2,2017-12-31 00:00:00
2742,920,4,2017-12-31 00:00:00
2743,921,3,2017-12-31 00:00:00
2744,922,1,2017-12-31 00:00:00
2745,923,3,2017-12-31 00:00:00
2746,924,2,2017-12-31 00:00:00
2747,926,3,2017-12-31 00:00:00
2748,927,2,2017-12-31 00:00:00
2749,928,3,2017-12-31 00:00:00
2750,929,3,2017-12-31 00:00:00
2751,930,5,2017-12-31 00:00:00
2752,931,2,2017-12-31 00:00:00
2753,932,2,2017-12-31 00:00:00
2754,933,4,2017-12-31 00:00:00
2755,934,3,2017-12-31 00:00:00
2756,935,2,2017-12-31 00:00:00
2757,936,1,2017-12-31 00:00:00
2758,937,3,2017-12-31 00:00:00
2759,938,2,2017-12-31 00:00:00
2760,939,2,2017-12-31 00:00:00
2761,940,2,2017-12-31 00:00:00
2762,941,3,2017-12-31 00:00:00
2763,942,3,2017-12-31 00:00:00
2764,943,3,2017-12-31 00:00:00
2765,945,3,2017-12-31 00:00:00
2766,946,5,2017-12-31 00:00:00
2767,947,2,2017-12-31 00:00:00
2768,948,1,2017-12-31 00:00:00
2769,949,2,2017-12-31 00:00:00
2770,950,2,2017-12-31 00:00:00
2771,951,3,2017-12-31 00:00:00
2772,952,1,2017-12-31 00:00:00
2773,953,4,2017-12-31 00:00:00
2774,954,3,2017-12-31 00:00:00
2775,956,3,2017-12-31 00:00:00
2776,957,4,2017-12-31 00:00:00
2777,960,3,2017-12-31 00:00:00
2778,961,5,2017-12-31 00:00:00
2779,962,4,2017-12-31 00:00:00
2780,963,2,2017-12-31 00:00:00
2781,964,4,2017-12-31 00:00:00
2782,965,3,2017-12-31 00:00:00
2783,966,3,2017-12-31 00:00:00
2784,967,4,2017-12-31 00:00:00
2785,968,4,2017-12-31 00:00:00
2786,969,3,2017-12-31 00:00:00
2787,970,4,2017-12-31 00:00:00
2788,971,2,2017-12-31 00:00:00
2789,972,3,2017-12-31 00:00:00
2790,973,2,2017-12-31 00:00:00
2791,974,4,2017-12-31 00:00:00
2792,975,3,2017-12-31 00:00:00
2793,977,2,2017-12-31 00:00:00
2794,978,5,2017-12-31 00:00:00
2795,979,4,2017-12-31 00:00:00
2796,980,3,2017-12-31 00:00:00
2797,981,4,2017-12-31 00:00:00
2798,982,4,2017-12-31 00:00:00
2799,983,5,2017-12-31 00:00:00
2800,984,3,2017-12-31 00:00:00
2801,986,2,2017-12-31 00:00:00
2802,987,4,2017-12-31 00:00:00
2803,988,3,2017-12-31 00:00:00
2804,989,3,2017-12-31 00:00:00
2805,990,4,2017-12-31 00:00:00
2806,991,3,2017-12-31 00:00:00
2807,992,5,2017-12-31 00:00:00
2808,993,2,2017-12-31 00:00:00
2809,994,3,2017-12-31 00:00:00
2810,995,4,2017-12-31 00:00:00
2811,996,1,2017-12-31 00:00:00
2812,997,3,2017-12-31 00:00:00
2813,998,4,2017-12-31 00:00:00
2814,999,3,2017-12-31 00:00:00
2815,1000,3,2017-12-31 00:00:00
2816,1001,3,2017-12-31 00:00:00
2817,1002,2,2017-12-31 00:00:00
2818,1003,2,2017-12-31 00:00:00
2819,1004,2,2017-12-31 00:00:00
2820,1005,3,2017-12-31 00:00:00
2821,1007,4,2017-12-31 00:00:00
2822,1008,3,2017-12-31 00:00:00
2823,1009,3,2017-12-31 00:00:00
2824,1010,4,2017-12-31 00:00:00
2825,1011,2,2017-12-31 00:00:00
2826,1012,3,2017-12-31 00:00:00
2827,1013,1,2017-12-31 00:00:00
2828,1014,5,2017-12-31 00:00:00
2829,1015,2,2017-12-31 00:00:00
2830,1016,3,2017-12-31 00:00:00
2831,1017,4,2017-12-31 00:00:00
2832,1018,4,2017-12-31 00:00:00
2833,1020,1,2017-12-31 00:00:00
2834,1021,3,2017-12-31 00:00:00
2835,1022,2,2017-12-31 00:00:00
2836,1023,1,2017-12-31 00:00:00
2837,1024,2,2017-12-31 00:00:00
2838,1025,2,2017-12-31 00:00:00
2839,1026,4,2017-12-31 00:00:00
2840,1027,3,2017-12-31 00:00:00
2841,1029,2,2017-12-31 00:00:00
2842,1030,4,2017-12-31 00:00:00
2843,1031,3,2017-12-31 00:00:00
2844,1032,2,2017-12-31 00:00:00
2845,1033,3,2017-12-31 00:00:00
2846,1034,5,2017-12-31 00:00:00
2847,1035,3,2017-12-31 00:00:00
2848,1036,4,2017-12-31 00:00:00
2849,1037,2,2017-12-31 00:00:00
2850,1038,3,2017-12-31 00:00:00
2851,1039,3,2017-12-31 00:00:00
2852,1041,2,2017-12-31 00:00:00
2853,1042,2,2017-12-31 00:00:00
2854,1043,5,2017-12-31 00:00:00
2855,1044,2,2017-12-31 00:00:00
2856,1045,4,2017-12-31 00:00:00
2857,1047,5,2017-12-31 00:00:00
2858,1048,2,2017-12-31 00:00:00
2859,1049,3,2017-12-31 00:00:00
2860,1050,3,2017-12-31 00:00:00
2861,1051,2,2017-12-31 00:00:00
2862,1053,3,2017-12-31 00:00:00
2863,1054,2,2017-12-31 00:00:00
2864,1055,4,2017-12-31 00:00:00
2865,1056,3,2017-12-31 00:00:00
2866,1057,4,2017-12-31 00:00:00
2867,1058,5,2017-12-31 00:00:00
2868,1059,3,2017-12-31 00:00:00
2869,1060,4,2017-12-31 00:00:00
2870,1061,2,2017-12-31 00:00:00
2871,1062,2,2017-12-31 00:00:00
2872,1063,5,2017-12-31 00:00:00
2873,1064,3,2017-12-31 00:00:00
2874,1065,3,2017-12-31 00:00:00
2875,1066,2,2017-12-31 00:00:00
2876,1067,3,2017-12-31 00:00:00
2877,1068,1,2017-12-31 00:00:00
2878,1069,4,2017-12-31 00:00:00
2879,1070,3,2017-12-31 00:00:00
2880,1072,2,2017-12-31 00:00:00
2881,1073,2,2017-12-31 00:00:00
2882,1074,3,2017-12-31 00:00:00
2883,1075,5,2017-12-31 00:00:00
2884,1076,3,2017-12-31 00:00:00
2885,1077,2,2017-12-31 00:00:00
2886,1078,3,2017-12-31 00:00:00
2887,1079,3,2017-12-31 00:00:00
2888,1080,3,2017-12-31 00:00:00
2889,1081,1,2017-12-31 00:00:00
2890,1082,3,2017-12-31 00:00:00
2891,1083,5,2017-12-31 00:00:00
2892,1084,3,2017-12-31 00:00:00
2893,1085,1,2017-12-31 00:00:00
2894,1086,5,2017-12-31 00:00:00
