ActID,ActionID,EmpID,EffectiveDt
607,10,607,1970-01-01 00:00:00.000000607
608,10,608,1970-01-01 00:00:00.000000608
609,10,609,1970-01-01 00:00:00.000000609
610,10,610,1970-01-01 00:00:00.000000610
611,10,611,1970-01-01 00:00:00.000000611
612,10,612,1970-01-01 00:00:00.000000612
613,10,613,1970-01-01 00:00:00.000000613
614,10,614,1970-01-01 00:00:00.000000614
615,10,615,1970-01-01 00:00:00.000000615
616,10,616,1970-01-01 00:00:00.000000616
617,10,617,1970-01-01 00:00:00.000000617
618,10,618,1970-01-01 00:00:00.000000618
619,10,619,1970-01-01 00:00:00.000000619
620,10,620,1970-01-01 00:00:00.000000620
621,10,621,1970-01-01 00:00:00.000000621
622,10,622,1970-01-01 00:00:00.000000622
623,10,623,1970-01-01 00:00:00.000000623
624,10,624,1970-01-01 00:00:00.000000624
625,10,625,1970-01-01 00:00:00.000000625
626,10,626,1970-01-01 00:00:00.000000626
627,10,627,1970-01-01 00:00:00.000000627
628,10,628,1970-01-01 00:00:00.000000628
629,10,629,1970-01-01 00:00:00.000000629
630,10,630,1970-01-01 00:00:00.000000630
631,10,631,1970-01-01 00:00:00.000000631
632,10,632,1970-01-01 00:00:00.000000632
633,10,633,1970-01-01 00:00:00.000000633
634,10,634,1970-01-01 00:00:00.000000634
635,10,635,1970-01-01 00:00:00.000000635
636,10,636,1970-01-01 00:00:00.000000636
637,10,637,1970-01-01 00:00:00.000000637
638,10,638,1970-01-01 00:00:00.000000638
639,10,639,1970-01-01 00:00:00.000000639
640,10,640,1970-01-01 00:00:00.000000640
641,10,641,1970-01-01 00:00:00.000000641
642,10,642,1970-01-01 00:00:00.000000642
643,10,643,1970-01-01 00:00:00.000000643
644,10,644,1970-01-01 00:00:00.000000644
645,10,645,1970-01-01 00:00:00.000000645
646,10,646,1970-01-01 00:00:00.000000646
647,10,647,1970-01-01 00:00:00.000000647
648,10,648,1970-01-01 00:00:00.000000648
649,10,649,1970-01-01 00:00:00.000000649
650,10,650,1970-01-01 00:00:00.000000650
651,10,651,1970-01-01 00:00:00.000000651
652,10,652,1970-01-01 00:00:00.000000652
653,10,653,1970-01-01 00:00:00.000000653
654,10,654,1970-01-01 00:00:00.000000654
655,10,655,1970-01-01 00:00:00.000000655
656,10,656,1970-01-01 00:00:00.000000656
657,10,657,1970-01-01 00:00:00.000000657
658,10,658,1970-01-01 00:00:00.000000658
659,10,659,1970-01-01 00:00:00.000000659
660,10,660,1970-01-01 00:00:00.000000660
661,10,661,1970-01-01 00:00:00.000000661
662,10,662,1970-01-01 00:00:00.000000662
663,10,663,1970-01-01 00:00:00.000000663
664,10,664,1970-01-01 00:00:00.000000664
665,10,665,1970-01-01 00:00:00.000000665
666,10,666,1970-01-01 00:00:00.000000666
667,10,667,1970-01-01 00:00:00.000000667
668,10,668,1970-01-01 00:00:00.000000668
669,10,669,1970-01-01 00:00:00.000000669
670,10,670,1970-01-01 00:00:00.000000670
671,10,671,1970-01-01 00:00:00.000000671
672,10,672,1970-01-01 00:00:00.000000672
673,10,673,1970-01-01 00:00:00.000000673
674,10,674,1970-01-01 00:00:00.000000674
675,10,675,1970-01-01 00:00:00.000000675
676,10,676,1970-01-01 00:00:00.000000676
677,10,677,1970-01-01 00:00:00.000000677
678,10,678,1970-01-01 00:00:00.000000678
679,10,679,1970-01-01 00:00:00.000000679
680,10,680,1970-01-01 00:00:00.000000680
681,10,681,1970-01-01 00:00:00.000000681
682,10,682,1970-01-01 00:00:00.000000682
683,10,683,1970-01-01 00:00:00.000000683
684,10,684,1970-01-01 00:00:00.000000684
685,10,685,1970-01-01 00:00:00.000000685
686,10,686,1970-01-01 00:00:00.000000686
687,10,687,1970-01-01 00:00:00.000000687
688,10,688,1970-01-01 00:00:00.000000688
689,10,689,1970-01-01 00:00:00.000000689
690,10,690,1970-01-01 00:00:00.000000690
691,10,691,1970-01-01 00:00:00.000000691
692,10,692,1970-01-01 00:00:00.000000692
693,10,693,1970-01-01 00:00:00.000000693
694,10,694,1970-01-01 00:00:00.000000694
695,10,695,1970-01-01 00:00:00.000000695
696,10,696,1970-01-01 00:00:00.000000696
697,10,697,1970-01-01 00:00:00.000000697
698,10,698,1970-01-01 00:00:00.000000698
699,10,699,1970-01-01 00:00:00.000000699
700,10,700,1970-01-01 00:00:00.000000700
701,10,701,1970-01-01 00:00:00.000000701
702,10,702,1970-01-01 00:00:00.000000702
703,10,703,1970-01-01 00:00:00.000000703
704,10,704,1970-01-01 00:00:00.000000704
705,10,705,1970-01-01 00:00:00.000000705
706,10,706,1970-01-01 00:00:00.000000706
707,10,707,1970-01-01 00:00:00.000000707
708,10,708,1970-01-01 00:00:00.000000708
709,10,709,1970-01-01 00:00:00.000000709
710,10,710,1970-01-01 00:00:00.000000710
711,10,711,1970-01-01 00:00:00.000000711
712,10,712,1970-01-01 00:00:00.000000712
713,10,713,1970-01-01 00:00:00.000000713
714,10,714,1970-01-01 00:00:00.000000714
715,10,715,1970-01-01 00:00:00.000000715
716,10,716,1970-01-01 00:00:00.000000716
717,10,717,1970-01-01 00:00:00.000000717
718,10,718,1970-01-01 00:00:00.000000718
719,10,719,1970-01-01 00:00:00.000000719
720,10,720,1970-01-01 00:00:00.000000720
721,10,721,1970-01-01 00:00:00.000000721
722,10,722,1970-01-01 00:00:00.000000722
723,10,723,1970-01-01 00:00:00.000000723
724,10,724,1970-01-01 00:00:00.000000724
725,10,725,1970-01-01 00:00:00.000000725
726,10,726,1970-01-01 00:00:00.000000726
727,10,727,1970-01-01 00:00:00.000000727
728,10,728,1970-01-01 00:00:00.000000728
729,10,729,1970-01-01 00:00:00.000000729
730,10,730,1970-01-01 00:00:00.000000730
731,10,731,1970-01-01 00:00:00.000000731
732,10,732,1970-01-01 00:00:00.000000732
733,10,733,1970-01-01 00:00:00.000000733
734,10,734,1970-01-01 00:00:00.000000734
735,10,735,1970-01-01 00:00:00.000000735
736,10,736,1970-01-01 00:00:00.000000736
737,10,737,1970-01-01 00:00:00.000000737
738,10,738,1970-01-01 00:00:00.000000738
739,10,739,1970-01-01 00:00:00.000000739
740,10,740,1970-01-01 00:00:00.000000740
741,10,741,1970-01-01 00:00:00.000000741
742,10,742,1970-01-01 00:00:00.000000742
743,10,743,1970-01-01 00:00:00.000000743
744,10,744,1970-01-01 00:00:00.000000744
745,10,745,1970-01-01 00:00:00.000000745
746,10,746,1970-01-01 00:00:00.000000746
747,10,747,1970-01-01 00:00:00.000000747
748,10,748,1970-01-01 00:00:00.000000748
749,10,749,1970-01-01 00:00:00.000000749
750,10,750,1970-01-01 00:00:00.000000750
751,10,751,1970-01-01 00:00:00.000000751
752,10,752,1970-01-01 00:00:00.000000752
753,10,753,1970-01-01 00:00:00.000000753
754,10,754,1970-01-01 00:00:00.000000754
755,10,755,1970-01-01 00:00:00.000000755
756,10,756,1970-01-01 00:00:00.000000756
757,10,757,1970-01-01 00:00:00.000000757
758,10,758,1970-01-01 00:00:00.000000758
759,10,759,1970-01-01 00:00:00.000000759
760,10,760,1970-01-01 00:00:00.000000760
761,10,761,1970-01-01 00:00:00.000000761
762,10,762,1970-01-01 00:00:00.000000762
763,10,763,1970-01-01 00:00:00.000000763
764,10,764,1970-01-01 00:00:00.000000764
765,10,765,1970-01-01 00:00:00.000000765
766,10,766,1970-01-01 00:00:00.000000766
767,10,767,1970-01-01 00:00:00.000000767
768,10,768,1970-01-01 00:00:00.000000768
769,10,769,1970-01-01 00:00:00.000000769
770,10,770,1970-01-01 00:00:00.000000770
771,10,771,1970-01-01 00:00:00.000000771
772,10,772,1970-01-01 00:00:00.000000772
773,10,773,1970-01-01 00:00:00.000000773
774,10,774,1970-01-01 00:00:00.000000774
775,10,775,1970-01-01 00:00:00.000000775
776,10,776,1970-01-01 00:00:00.000000776
777,10,777,1970-01-01 00:00:00.000000777
778,10,778,1970-01-01 00:00:00.000000778
779,10,779,1970-01-01 00:00:00.000000779
780,10,780,1970-01-01 00:00:00.000000780
781,10,781,1970-01-01 00:00:00.000000781
782,10,782,1970-01-01 00:00:00.000000782
783,10,783,1970-01-01 00:00:00.000000783
784,10,784,1970-01-01 00:00:00.000000784
785,10,785,1970-01-01 00:00:00.000000785
786,10,786,1970-01-01 00:00:00.000000786
787,10,787,1970-01-01 00:00:00.000000787
788,10,788,1970-01-01 00:00:00.000000788
789,10,789,1970-01-01 00:00:00.000000789
790,10,790,1970-01-01 00:00:00.000000790
791,10,791,1970-01-01 00:00:00.000000791
792,10,792,1970-01-01 00:00:00.000000792
793,10,793,1970-01-01 00:00:00.000000793
794,10,794,1970-01-01 00:00:00.000000794
795,10,795,1970-01-01 00:00:00.000000795
796,10,796,1970-01-01 00:00:00.000000796
797,10,797,1970-01-01 00:00:00.000000797
798,10,798,1970-01-01 00:00:00.000000798
799,10,799,1970-01-01 00:00:00.000000799
800,10,800,1970-01-01 00:00:00.000000800
801,10,801,1970-01-01 00:00:00.000000801
802,10,802,1970-01-01 00:00:00.000000802
803,10,803,1970-01-01 00:00:00.000000803
804,10,804,1970-01-01 00:00:00.000000804
805,10,805,1970-01-01 00:00:00.000000805
806,10,806,1970-01-01 00:00:00.000000806
807,10,807,1970-01-01 00:00:00.000000807
808,10,808,1970-01-01 00:00:00.000000808
809,10,809,1970-01-01 00:00:00.000000809
810,10,810,1970-01-01 00:00:00.000000810
811,10,811,1970-01-01 00:00:00.000000811
812,10,812,1970-01-01 00:00:00.000000812
813,10,813,1970-01-01 00:00:00.000000813
814,10,814,1970-01-01 00:00:00.000000814
815,10,815,1970-01-01 00:00:00.000000815
816,10,816,1970-01-01 00:00:00.000000816
817,10,817,1970-01-01 00:00:00.000000817
818,10,818,1970-01-01 00:00:00.000000818
819,10,819,1970-01-01 00:00:00.000000819
820,10,820,1970-01-01 00:00:00.000000820
821,10,821,1970-01-01 00:00:00.000000821
822,10,822,1970-01-01 00:00:00.000000822
823,10,823,1970-01-01 00:00:00.000000823
824,10,824,1970-01-01 00:00:00.000000824
825,10,825,1970-01-01 00:00:00.000000825
826,10,826,1970-01-01 00:00:00.000000826
827,10,827,1970-01-01 00:00:00.000000827
828,10,828,1970-01-01 00:00:00.000000828
829,10,829,1970-01-01 00:00:00.000000829
830,10,830,1970-01-01 00:00:00.000000830
831,10,831,1970-01-01 00:00:00.000000831
832,10,832,1970-01-01 00:00:00.000000832
833,10,833,1970-01-01 00:00:00.000000833
834,10,834,1970-01-01 00:00:00.000000834
835,10,835,1970-01-01 00:00:00.000000835
836,10,836,1970-01-01 00:00:00.000000836
837,10,837,1970-01-01 00:00:00.000000837
838,10,838,1970-01-01 00:00:00.000000838
839,10,839,1970-01-01 00:00:00.000000839
840,10,840,1970-01-01 00:00:00.000000840
841,10,841,1970-01-01 00:00:00.000000841
842,10,842,1970-01-01 00:00:00.000000842
843,10,843,1970-01-01 00:00:00.000000843
844,10,844,1970-01-01 00:00:00.000000844
845,10,845,1970-01-01 00:00:00.000000845
846,10,846,1970-01-01 00:00:00.000000846
847,10,847,1970-01-01 00:00:00.000000847
848,10,848,1970-01-01 00:00:00.000000848
849,10,849,1970-01-01 00:00:00.000000849
850,10,850,1970-01-01 00:00:00.000000850
851,10,851,1970-01-01 00:00:00.000000851
852,10,852,1970-01-01 00:00:00.000000852
853,10,853,1970-01-01 00:00:00.000000853
854,10,854,1970-01-01 00:00:00.000000854
855,10,855,1970-01-01 00:00:00.000000855
856,10,856,1970-01-01 00:00:00.000000856
857,10,857,1970-01-01 00:00:00.000000857
858,10,858,1970-01-01 00:00:00.000000858
859,10,859,1970-01-01 00:00:00.000000859
860,10,860,1970-01-01 00:00:00.000000860
861,10,861,1970-01-01 00:00:00.000000861
862,10,862,1970-01-01 00:00:00.000000862
863,10,863,1970-01-01 00:00:00.000000863
864,10,864,1970-01-01 00:00:00.000000864
865,10,865,1970-01-01 00:00:00.000000865
866,10,866,1970-01-01 00:00:00.000000866
867,10,867,1970-01-01 00:00:00.000000867
868,10,868,1970-01-01 00:00:00.000000868
869,10,869,1970-01-01 00:00:00.000000869
870,10,870,1970-01-01 00:00:00.000000870
871,10,871,1970-01-01 00:00:00.000000871
872,10,872,1970-01-01 00:00:00.000000872
873,10,873,1970-01-01 00:00:00.000000873
874,10,874,1970-01-01 00:00:00.000000874
875,10,875,1970-01-01 00:00:00.000000875
876,10,876,1970-01-01 00:00:00.000000876
877,10,877,1970-01-01 00:00:00.000000877
878,10,878,1970-01-01 00:00:00.000000878
879,10,879,1970-01-01 00:00:00.000000879
880,10,880,1970-01-01 00:00:00.000000880
881,10,881,1970-01-01 00:00:00.000000881
882,10,882,1970-01-01 00:00:00.000000882
883,10,883,1970-01-01 00:00:00.000000883
884,10,884,1970-01-01 00:00:00.000000884
885,10,885,1970-01-01 00:00:00.000000885
886,10,886,1970-01-01 00:00:00.000000886
887,10,887,1970-01-01 00:00:00.000000887
888,10,888,1970-01-01 00:00:00.000000888
889,10,889,1970-01-01 00:00:00.000000889
890,10,890,1970-01-01 00:00:00.000000890
891,10,891,1970-01-01 00:00:00.000000891
892,10,892,1970-01-01 00:00:00.000000892
893,10,893,1970-01-01 00:00:00.000000893
894,10,894,1970-01-01 00:00:00.000000894
895,10,895,1970-01-01 00:00:00.000000895
896,10,896,1970-01-01 00:00:00.000000896
897,10,897,1970-01-01 00:00:00.000000897
898,10,898,1970-01-01 00:00:00.000000898
899,10,899,1970-01-01 00:00:00.000000899
900,10,900,1970-01-01 00:00:00.000000900
901,10,901,1970-01-01 00:00:00.000000901
902,10,902,1970-01-01 00:00:00.000000902
903,10,903,1970-01-01 00:00:00.000000903
904,10,904,1970-01-01 00:00:00.000000904
905,10,905,1970-01-01 00:00:00.000000905
906,10,906,1970-01-01 00:00:00.000000906
907,10,907,1970-01-01 00:00:00.000000907
908,10,908,1970-01-01 00:00:00.000000908
909,10,909,1970-01-01 00:00:00.000000909
910,10,910,1970-01-01 00:00:00.000000910
911,10,911,1970-01-01 00:00:00.000000911
912,10,912,1970-01-01 00:00:00.000000912
913,10,913,1970-01-01 00:00:00.000000913
914,10,914,1970-01-01 00:00:00.000000914
915,10,915,1970-01-01 00:00:00.000000915
916,10,916,1970-01-01 00:00:00.000000916
917,10,917,1970-01-01 00:00:00.000000917
918,10,918,1970-01-01 00:00:00.000000918
919,10,919,1970-01-01 00:00:00.000000919
920,10,920,1970-01-01 00:00:00.000000920
921,10,921,1970-01-01 00:00:00.000000921
922,10,922,1970-01-01 00:00:00.000000922
923,10,923,1970-01-01 00:00:00.000000923
924,10,924,1970-01-01 00:00:00.000000924
925,10,925,1970-01-01 00:00:00.000000925
926,10,926,1970-01-01 00:00:00.000000926
927,10,927,1970-01-01 00:00:00.000000927
928,10,928,1970-01-01 00:00:00.000000928
929,10,929,1970-01-01 00:00:00.000000929
930,10,930,1970-01-01 00:00:00.000000930
931,10,931,1970-01-01 00:00:00.000000931
932,10,932,1970-01-01 00:00:00.000000932
933,10,933,1970-01-01 00:00:00.000000933
934,10,934,1970-01-01 00:00:00.000000934
935,10,935,1970-01-01 00:00:00.000000935
936,10,936,1970-01-01 00:00:00.000000936
937,10,937,1970-01-01 00:00:00.000000937
938,10,938,1970-01-01 00:00:00.000000938
939,10,939,1970-01-01 00:00:00.000000939
940,10,940,1970-01-01 00:00:00.000000940
941,10,941,1970-01-01 00:00:00.000000941
942,10,942,1970-01-01 00:00:00.000000942
943,10,943,1970-01-01 00:00:00.000000943
944,10,944,1970-01-01 00:00:00.000000944
945,10,945,1970-01-01 00:00:00.000000945
946,10,946,1970-01-01 00:00:00.000000946
947,10,947,1970-01-01 00:00:00.000000947
948,10,948,1970-01-01 00:00:00.000000948
949,10,949,1970-01-01 00:00:00.000000949
950,10,950,1970-01-01 00:00:00.000000950
951,10,951,1970-01-01 00:00:00.000000951
952,10,952,1970-01-01 00:00:00.000000952
953,10,953,1970-01-01 00:00:00.000000953
954,10,954,1970-01-01 00:00:00.000000954
955,10,955,1970-01-01 00:00:00.000000955
956,10,956,1970-01-01 00:00:00.000000956
957,10,957,1970-01-01 00:00:00.000000957
958,10,958,1970-01-01 00:00:00.000000958
959,10,959,1970-01-01 00:00:00.000000959
960,10,960,1970-01-01 00:00:00.000000960
961,10,961,1970-01-01 00:00:00.000000961
962,10,962,1970-01-01 00:00:00.000000962
963,10,963,1970-01-01 00:00:00.000000963
964,10,964,1970-01-01 00:00:00.000000964
965,10,965,1970-01-01 00:00:00.000000965
966,10,966,1970-01-01 00:00:00.000000966
967,10,967,1970-01-01 00:00:00.000000967
968,10,968,1970-01-01 00:00:00.000000968
969,10,969,1970-01-01 00:00:00.000000969
970,10,970,1970-01-01 00:00:00.000000970
971,10,971,1970-01-01 00:00:00.000000971
972,10,972,1970-01-01 00:00:00.000000972
973,10,973,1970-01-01 00:00:00.000000973
974,10,974,1970-01-01 00:00:00.000000974
975,10,975,1970-01-01 00:00:00.000000975
976,10,976,1970-01-01 00:00:00.000000976
977,10,977,1970-01-01 00:00:00.000000977
978,10,978,1970-01-01 00:00:00.000000978
979,10,979,1970-01-01 00:00:00.000000979
980,10,980,1970-01-01 00:00:00.000000980
981,10,981,1970-01-01 00:00:00.000000981
982,10,982,1970-01-01 00:00:00.000000982
983,10,983,1970-01-01 00:00:00.000000983
984,10,984,1970-01-01 00:00:00.000000984
985,10,985,1970-01-01 00:00:00.000000985
986,10,986,1970-01-01 00:00:00.000000986
987,10,987,1970-01-01 00:00:00.000000987
988,10,988,1970-01-01 00:00:00.000000988
989,10,989,1970-01-01 00:00:00.000000989
990,10,990,1970-01-01 00:00:00.000000990
991,10,991,1970-01-01 00:00:00.000000991
992,10,992,1970-01-01 00:00:00.000000992
993,10,993,1970-01-01 00:00:00.000000993
994,10,994,1970-01-01 00:00:00.000000994
995,10,995,1970-01-01 00:00:00.000000995
996,10,996,1970-01-01 00:00:00.000000996
997,10,997,1970-01-01 00:00:00.000000997
998,10,998,1970-01-01 00:00:00.000000998
999,10,999,1970-01-01 00:00:00.000000999
1000,10,1000,1970-01-01 00:00:00.000001000
1001,91,201,1970-01-01 00:00:00.000000201
1002,10,1001,1970-01-01 00:00:00.000001001
1003,90,599,1970-01-01 00:00:00.000000599
1004,10,1002,1970-01-01 00:00:00.000001002
1005,91,531,1970-01-01 00:00:00.000000531
1006,10,1003,1970-01-01 00:00:00.000001003
1007,91,140,1970-01-01 00:00:00.000000140
1008,10,1004,1970-01-01 00:00:00.000001004
1009,90,210,1970-01-01 00:00:00.000000210
1010,10,1005,1970-01-01 00:00:00.000001005
1011,90,909,1970-01-01 00:00:00.000000909
1012,10,1006,1970-01-01 00:00:00.000001006
1013,10,1007,1970-01-01 00:00:00.000001007
1014,90,781,1970-01-01 00:00:00.000000781
1015,10,1008,1970-01-01 00:00:00.000001008
1016,90,488,1970-01-01 00:00:00.000000488
1017,10,1009,1970-01-01 00:00:00.000001009
1018,90,9,1970-01-01 00:00:00.000000009
1019,10,1010,1970-01-01 00:00:00.000001010
1020,91,799,1970-01-01 00:00:00.000000799
1021,10,1011,1970-01-01 00:00:00.000001011
1022,90,756,1970-01-01 00:00:00.000000756
1023,10,1012,1970-01-01 00:00:00.000001012
1024,91,9,1970-01-01 00:00:00.000000009
1025,10,1013,1970-01-01 00:00:00.000001013
1026,90,958,1970-01-01 00:00:00.000000958
1027,10,1014,1970-01-01 00:00:00.000001014
1028,90,40,1970-01-01 00:00:00.000000040
1029,10,1015,1970-01-01 00:00:00.000001015
1030,90,824,1970-01-01 00:00:00.000000824
1031,10,1016,1970-01-01 00:00:00.000001016
1032,91,457,1970-01-01 00:00:00.000000457
1033,10,1017,1970-01-01 00:00:00.000001017
1034,91,779,1970-01-01 00:00:00.000000779
1035,10,1018,1970-01-01 00:00:00.000001018
1036,91,233,1970-01-01 00:00:00.000000233
1037,10,1019,1970-01-01 00:00:00.000001019
1038,10,1020,1970-01-01 00:00:00.000001020
1039,91,804,1970-01-01 00:00:00.000000804
1040,10,1021,1970-01-01 00:00:00.000001021
1041,90,631,1970-01-01 00:00:00.000000631
1042,10,1022,1970-01-01 00:00:00.000001022
1043,10,1023,1970-01-01 00:00:00.000001023
1044,10,1024,1970-01-01 00:00:00.000001024
1045,10,1025,1970-01-01 00:00:00.000001025
1046,90,608,1970-01-01 00:00:00.000000608
1047,10,1026,1970-01-01 00:00:00.000001026
1048,90,142,1970-01-01 00:00:00.000000142
1049,10,1027,1970-01-01 00:00:00.000001027
1050,91,620,1970-01-01 00:00:00.000000620
1051,10,1028,1970-01-01 00:00:00.000001028
1052,10,1029,1970-01-01 00:00:00.000001029
1053,90,373,1970-01-01 00:00:00.000000373
1054,10,1030,1970-01-01 00:00:00.000001030
1055,10,1031,1970-01-01 00:00:00.000001031
1056,10,1032,1970-01-01 00:00:00.000001032
1057,91,674,1970-01-01 00:00:00.000000674
1058,10,1033,1970-01-01 00:00:00.000001033
1059,10,1034,1970-01-01 00:00:00.000001034
1060,10,1035,1970-01-01 00:00:00.000001035
1061,90,334,1970-01-01 00:00:00.000000334
1062,10,1036,1970-01-01 00:00:00.000001036
1063,10,1037,1970-01-01 00:00:00.000001037
1064,90,183,1970-01-01 00:00:00.000000183
1065,10,1038,1970-01-01 00:00:00.000001038
1066,90,464,1970-01-01 00:00:00.000000464
1067,10,1039,1970-01-01 00:00:00.000001039
1068,90,650,1970-01-01 00:00:00.000000650
1069,10,1040,1970-01-01 00:00:00.000001040
1070,91,935,1970-01-01 00:00:00.000000935
1071,10,1041,1970-01-01 00:00:00.000001041
1072,10,1042,1970-01-01 00:00:00.000001042
1073,91,370,1970-01-01 00:00:00.000000370
1074,10,1043,1970-01-01 00:00:00.000001043
1075,10,1044,1970-01-01 00:00:00.000001044
1076,10,1045,1970-01-01 00:00:00.000001045
1077,10,1046,1970-01-01 00:00:00.000001046
1078,90,655,1970-01-01 00:00:00.000000655
1079,10,1047,1970-01-01 00:00:00.000001047
1080,10,1048,1970-01-01 00:00:00.000001048
1081,10,1049,1970-01-01 00:00:00.000001049
1082,91,630,1970-01-01 00:00:00.000000630
1083,10,1050,1970-01-01 00:00:00.000001050
1084,90,133,1970-01-01 00:00:00.000000133
1085,10,1051,1970-01-01 00:00:00.000001051
1086,90,328,1970-01-01 00:00:00.000000328
1087,10,1052,1970-01-01 00:00:00.000001052
1088,90,293,1970-01-01 00:00:00.000000293
1089,10,1053,1970-01-01 00:00:00.000001053
1090,91,564,1970-01-01 00:00:00.000000564
1091,10,1054,1970-01-01 00:00:00.000001054
1092,91,207,1970-01-01 00:00:00.000000207
1093,10,1055,1970-01-01 00:00:00.000001055
1094,91,662,1970-01-01 00:00:00.000000662
1095,10,1056,1970-01-01 00:00:00.000001056
1096,91,721,1970-01-01 00:00:00.000000721
1097,10,1057,1970-01-01 00:00:00.000001057
1098,91,728,1970-01-01 00:00:00.000000728
1099,10,1058,1970-01-01 00:00:00.000001058
1100,90,666,1970-01-01 00:00:00.000000666
1101,10,1059,1970-01-01 00:00:00.000001059
1102,91,133,1970-01-01 00:00:00.000000133
1103,10,1060,1970-01-01 00:00:00.000001060
1104,90,882,1970-01-01 00:00:00.000000882
1105,10,1061,1970-01-01 00:00:00.000001061
1106,91,794,1970-01-01 00:00:00.000000794
1107,10,1062,1970-01-01 00:00:00.000001062
1108,10,1063,1970-01-01 00:00:00.000001063
1109,90,1006,1970-01-01 00:00:00.000001006
1110,10,1064,1970-01-01 00:00:00.000001064
1111,90,387,1970-01-01 00:00:00.000000387
1112,10,1065,1970-01-01 00:00:00.000001065
1113,90,834,1970-01-01 00:00:00.000000834
1114,10,1066,1970-01-01 00:00:00.000001066
1115,90,846,1970-01-01 00:00:00.000000846
1116,10,1067,1970-01-01 00:00:00.000001067
1117,90,715,1970-01-01 00:00:00.000000715
1118,10,1068,1970-01-01 00:00:00.000001068
1119,90,441,1970-01-01 00:00:00.000000441
1120,10,1069,1970-01-01 00:00:00.000001069
1121,90,190,1970-01-01 00:00:00.000000190
1122,10,1070,1970-01-01 00:00:00.000001070
1123,90,557,1970-01-01 00:00:00.000000557
1124,10,1071,1970-01-01 00:00:00.000001071
1125,90,81,1970-01-01 00:00:00.000000081
1126,10,1072,1970-01-01 00:00:00.000001072
1127,90,321,1970-01-01 00:00:00.000000321
1128,10,1073,1970-01-01 00:00:00.000001073
1129,91,976,1970-01-01 00:00:00.000000976
1130,10,1074,1970-01-01 00:00:00.000001074
1131,91,728,1970-01-01 00:00:00.000000728
1132,10,1075,1970-01-01 00:00:00.000001075
1133,10,1076,1970-01-01 00:00:00.000001076
1134,90,588,1970-01-01 00:00:00.000000588
1135,10,1077,1970-01-01 00:00:00.000001077
1136,91,63,1970-01-01 00:00:00.000000063
1137,10,1078,1970-01-01 00:00:00.000001078
1138,90,264,1970-01-01 00:00:00.000000264
1139,10,1079,1970-01-01 00:00:00.000001079
1140,90,582,1970-01-01 00:00:00.000000582
1141,10,1080,1970-01-01 00:00:00.000001080
1142,90,95,1970-01-01 00:00:00.000000095
1143,10,1081,1970-01-01 00:00:00.000001081
1144,90,482,1970-01-01 00:00:00.000000482
1145,10,1082,1970-01-01 00:00:00.000001082
1146,90,609,1970-01-01 00:00:00.000000609
1147,10,1083,1970-01-01 00:00:00.000001083
1148,91,42,1970-01-01 00:00:00.000000042
1149,10,1084,1970-01-01 00:00:00.000001084
1150,90,126,1970-01-01 00:00:00.000000126
1151,10,1085,1970-01-01 00:00:00.000001085
1152,10,1086,1970-01-01 00:00:00.000001086
1153,90,504,1970-01-01 00:00:00.000000504
1154,10,1087,1970-01-01 00:00:00.000001087
1155,91,769,1970-01-01 00:00:00.000000769
1156,10,1088,1970-01-01 00:00:00.000001088
1157,91,580,1970-01-01 00:00:00.000000580
1158,10,1089,1970-01-01 00:00:00.000001089
1159,90,1046,1970-01-01 00:00:00.000001046
1160,10,1090,1970-01-01 00:00:00.000001090
1161,10,1091,1970-01-01 00:00:00.000001091
1162,90,211,1970-01-01 00:00:00.000000211
1163,10,1092,1970-01-01 00:00:00.000001092
1164,90,420,1970-01-01 00:00:00.000000420
1165,10,1093,1970-01-01 00:00:00.000001093
1166,91,621,1970-01-01 00:00:00.000000621
1167,10,1094,1970-01-01 00:00:00.000001094
1168,91,959,1970-01-01 00:00:00.000000959
1169,10,1095,1970-01-01 00:00:00.000001095
1170,91,671,1970-01-01 00:00:00.000000671
1171,10,1096,1970-01-01 00:00:00.000001096
1172,90,587,1970-01-01 00:00:00.000000587
1173,10,1097,1970-01-01 00:00:00.000001097
1174,90,648,1970-01-01 00:00:00.000000648
1175,10,1098,1970-01-01 00:00:00.000001098
1176,90,348,1970-01-01 00:00:00.000000348
1177,10,1099,1970-01-01 00:00:00.000001099
1178,91,514,1970-01-01 00:00:00.000000514
1179,10,1100,1970-01-01 00:00:00.000001100
1180,90,82,1970-01-01 00:00:00.000000082
1181,10,1101,1970-01-01 00:00:00.000001101
1182,90,666,1970-01-01 00:00:00.000000666
1183,10,1102,1970-01-01 00:00:00.000001102
1184,10,1103,1970-01-01 00:00:00.000001103
1185,90,214,1970-01-01 00:00:00.000000214
1186,10,1104,1970-01-01 00:00:00.000001104
1187,91,1028,1970-01-01 00:00:00.000001028
1188,10,1105,1970-01-01 00:00:00.000001105
1189,91,309,1970-01-01 00:00:00.000000309
1190,10,1106,1970-01-01 00:00:00.000001106
1191,91,625,1970-01-01 00:00:00.000000625
1192,10,1107,1970-01-01 00:00:00.000001107
1193,91,1071,1970-01-01 00:00:00.000001071
1194,10,1108,1970-01-01 00:00:00.000001108
1195,91,126,1970-01-01 00:00:00.000000126
1196,10,1109,1970-01-01 00:00:00.000001109
1197,90,835,1970-01-01 00:00:00.000000835
1198,10,1110,1970-01-01 00:00:00.000001110
1199,91,839,1970-01-01 00:00:00.000000839
