Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS AUD
2014-2015,Sydney Harbour Federation Trust,TRUE,No data,Environment,FALSE,3/08/2015 10:28,FALSE,0,7,100,0,50,70,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0
2014-2015,Albury-Wodonga Corporation,TRUE,Department of Finance,Finance,TRUE,24/06/2015 17:13,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australasian Procurement and Construction Council Inc,TRUE,Department of Finance,Finance,TRUE,30/07/2015 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Electoral Commission,TRUE,No data,Finance,FALSE,11/08/2015 16:24,FALSE,0,2,600,40,150,200,0,0,0,0,10,0,0,0,0,0,0,0,68500,0,0,0,0,0
2014-2015,Australian Political Exchange Council,TRUE,Department of Finance,Finance,TRUE,28/07/2015 9:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Commonwealth Superannuation Corporation (previously ARIA),TRUE,No data,Finance,FALSE,30/06/2015 11:24,FALSE,0,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,ComSuper,TRUE,No data,Finance,FALSE,24/07/2015 9:06,TRUE,1,1,890,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7398,0,1000,0,0,0
2014-2015,Department of Finance,TRUE,Department of Finance,Finance,FALSE,28/07/2015 9:19,FALSE,3,75,5460,3825,1800,0,0,0,0,1,24,0,0,0,5500,0,0,0,7500,0,2375,0,0,0
2014-2015,Future Fund Management Agency,TRUE,No data,Finance,FALSE,28/07/2015 15:16,FALSE,0,9,0,1,16,17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Finance,TRUE,Department of Finance,Finance,FALSE,20/08/2015 15:25,FALSE,0,4,30,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Retiring Allowances Trust,TRUE,Department of Finance,Finance,TRUE,30/07/2015 15:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Finance,TRUE,Department of Finance,Finance,TRUE,30/07/2015 15:01,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Secretaries' ICT Governance Board,TRUE,Department of Finance,Finance,TRUE,30/07/2015 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Special Minister of State,TRUE,Department of Finance,Finance,FALSE,4/08/2015 15:24,FALSE,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Centre for International Agricultural Research,TRUE,No data,Foreign Affairs and Trade,TRUE,29/06/2015 17:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Trade Commission (Austrade),TRUE,No data,Foreign Affairs and Trade,FALSE,6/07/2015 10:44,FALSE,0,9,800,200,200,0,0,0,0,0,100,0,0,0,5000,0,156000,0,17278,0,1000,0,0,0
2014-2015,Department of Foreign Affairs and Trade,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,30/07/2015 17:30,FALSE,4,3,12900,212,128,3330,0,20,0,1,500,0,0,0,2685,0,0,0,0,0,5000,0,0,0
2014-2015,Export Finance and Insurance Corporation,TRUE,No data,Foreign Affairs and Trade,TRUE,6/07/2015 11:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Foreign Affairs,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,30/07/2015 18:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Trade and Investment,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,30/07/2015 18:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Foreign Affairs,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,30/07/2015 18:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Trade and Investment,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,30/07/2015 18:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Tourism Australia,TRUE,No data,Foreign Affairs and Trade,FALSE,25/06/2015 18:24,FALSE,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Biologicals,TRUE,Department of Health,Health,TRUE,23/07/2015 14:50,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Chemicals Scheduling ,TRUE,Department of Health,Health,TRUE,23/07/2015 14:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Complementary Medicines,TRUE,Department of Health,Health,TRUE,23/07/2015 14:48,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Medical Devices ,TRUE,Department of Health,Health,TRUE,23/07/2015 14:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Medicines Scheduling ,TRUE,Department of Health,Health,TRUE,23/07/2015 14:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Non-prescription Medicines ,TRUE,Department of Health,Health,TRUE,23/07/2015 14:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on Prescription Medicines,TRUE,Department of Health,Health,TRUE,23/07/2015 14:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on the Safety of Medical Devices,TRUE,Department of Health,Health,TRUE,23/07/2015 14:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Advisory Committee on the Safety of Medicines,TRUE,Department of Health,Health,TRUE,23/07/2015 14:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Health ,TRUE,Department of Health,Health,FALSE,13/07/2015 12:22,FALSE,0,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Commission on Safety and Quality in Health Care,TRUE,Australian Commission on Safety and Quality in Health Care,Health,FALSE,13/05/2015 11:05,FALSE,0,1,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Commission on Safety and Quality in Healthcare Board,FALSE,Australian Commission on Safety and Quality in Health Care,Health,TRUE,24/06/2015 16:20,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Community Pharmacy Authority,TRUE,Department of Health,Health,TRUE,23/07/2015 14:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Institute of Health and Welfare,TRUE,No data,Health,FALSE,21/07/2015 14:25,FALSE,0,1,10,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian National Preventive Health Agency,FALSE,Department of Health,Health,TRUE,23/07/2015 14:53,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Organ and Tissue Donation and Transplantation Authority,TRUE,No data,Health,FALSE,8/07/2015 12:00,FALSE,0,1,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Radiation Protection and Nuclear Safety Agency,TRUE,No data,Health,FALSE,17/04/2015 11:32,FALSE,0,4,100,2,1,0,0,0,0,2,20,0,0,0,100,0,0,0,0,0,0,0,0,0
2014-2015,Australian Sports Anti-Doping Authority,TRUE,No data,Health,FALSE,5/08/2015 10:50,FALSE,0,8,0,70,500,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Sports Commission,TRUE,No data,Health,FALSE,3/07/2015 13:14,FALSE,0,3,162,5,0,41,0,5,0,1,0,0,0,0,300,0,0,0,0,0,0,0,0,0
2014-2015,Cancer Australia,TRUE,No data,Health,FALSE,6/07/2015 15:34,FALSE,0,6,32,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Complaints Resolution Panel (Therapeutic good advertising),TRUE,Department of Health,Health,TRUE,23/07/2015 14:54,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Health,TRUE,Department of Health,Health,FALSE,10/07/2015 15:15,FALSE,9,7,18000,444,5373,98,0,0,0,0,0,0,0,0,6460,0,109958,0,84218,0,1840,0,4650,0
2014-2015,Food Standards Australia New Zealand,TRUE,No data,Health,FALSE,12/08/2015 12:55,FALSE,0,111,20,6,55,4,0,0,0,4,4,0,0,0,5500,0,3600,0,0,0,2400,0,0,0
2014-2015,Gene Technology Ethics & Community Consultative Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 14:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Gene Technology Ministerial Council,TRUE,Department of Health,Health,TRUE,23/07/2015 14:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Gene Technology Regulator,TRUE,Gene Technology Regulator,Health,FALSE,4/08/2015 11:20,FALSE,0,7,1,10,40,0,0,0,0,2,1,0,0,0,404,0,0,0,0,0,0,0,0,0
2014-2015,Gene Technology Technical Advisory Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 14:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Health and Hospitals Fund Advisory Board,TRUE,Department of Health,Health,TRUE,23/07/2015 14:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Health Workforce Australia,TRUE,No data,Health,TRUE,6/08/2015 16:39,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Independent Hospital Pricing Authority,TRUE,No data,Health,FALSE,17/04/2015 13:00,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Independent Review PBS Cost Recovery Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Medical Training Review Panel,TRUE,Department of Health,Health,TRUE,23/07/2015 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Medicare Participation Review Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 14:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Health,TRUE,Department of Health,Health,FALSE,13/07/2015 12:22,FALSE,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Sport,TRUE,Department of Health,Health,TRUE,23/07/2015 15:55,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Blood Authority,TRUE,No data,Health,FALSE,10/07/2015 14:02,FALSE,0,2,2,1,1,0,0,0,0,4,6,1,3,0,0,0,0,0,0,0,950,0,0,0
2014-2015,National Health and Medical Research Council,TRUE,No data,Health,FALSE,25/06/2015 16:20,FALSE,0,30,100,58,819,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Health Performance Authority ,TRUE,No data,Health,TRUE,12/09/2014 9:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Industrial Chemicals Notification and Assessment Scheme,TRUE,No data,Health,FALSE,30/07/2015 13:27,FALSE,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0
2014-2015,National Mental Health Commission,TRUE,No data,Health,TRUE,3/07/2015 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Pathology Services Table Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 15:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Pharmaceutical Benefits Advisory Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 15:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Pharmaceutical Benefits Remuneration Tribunal,TRUE,Department of Health,Health,TRUE,23/07/2015 15:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Private Health Insurance Administration Council,TRUE,No data,Health,FALSE,9/07/2015 11:11,TRUE,0,5,5,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Private Health Insurance Ombudsman,TRUE,No data,Health,TRUE,25/06/2015 12:19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Professional Services Review,TRUE,No data,Health,TRUE,4/08/2015 12:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Prostheses List Advisory Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 15:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Second Review Dental Benefits Act 2008 Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 15:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Sport and Recreation Ministers' Council,FALSE,Department of Health,Health,TRUE,24/06/2015 16:22,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Therapeutic Goods Advertising Code Council,TRUE,Department of Health,Health,TRUE,23/07/2015 15:53,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Therapeutic Goods Committee,TRUE,Department of Health,Health,TRUE,23/07/2015 15:54,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Assistant Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,FALSE,13/08/2015 8:35,FALSE,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Customs and Border Protection Service,TRUE,No data,Immigration and Border Protection,FALSE,30/07/2015 11:16,TRUE,3,24,8024,21,503,144,24,24,1,6,6,0,0,0,541,0,72141,0,0,0,0,0,0,0
2014-2015,Department of Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,FALSE,19/08/2014 11:03,FALSE,89,21,125136,28,254,180,0,0,0,1,67,0,0,0,47244,0,12667,0,137420,0,22906,0,106035,0
2014-2015,Migration Review Tribunal,TRUE,Migration Review Tribunal,Immigration and Border Protection,FALSE,21/07/2015 11:20,TRUE,0,80,630,0,30,20,0,0,0,1,0,0,2,0,3870,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,13/08/2015 9:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Refugee Review Tribunal,TRUE,Migration Review Tribunal,Immigration and Border Protection,FALSE,21/07/2015 11:35,TRUE,0,80,620,0,30,10,0,0,0,0,0,0,2,0,3448,0,0,0,0,0,0,0,0,0
2014-2015,Australian Institute of Marine Science,TRUE,No data,Industry,FALSE,20/07/2015 9:58,FALSE,0,4,7,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Nuclear Science and Technology Organisation,TRUE,No data,Industry,FALSE,24/07/2015 17:00,FALSE,1,5,150,30,0,15,0,0,0,2,15,0,0,0,250,0,31779,0,0,0,920,0,0,0
2014-2015,Australian Renewable Energy Agency,TRUE,Department of Industry and Science,Industry,TRUE,16/07/2015 11:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Skills Quality Authority,TRUE,No data,Industry,FALSE,17/07/2015 14:33,FALSE,0,36,355,3,10,24,0,0,0,0,0,0,0,0,2980,0,0,0,0,0,1890,0,0,0
2014-2015,Commonwealth Scientific and Industrial Research Organisation (CSIRO),TRUE,No data,Industry,FALSE,23/06/2015 10:41,FALSE,3,0,3480,0,0,2000,0,0,0,3,0,0,0,0,270,0,13021,0,0,0,0,0,0,0
2014-2015,Ctee's estab'd under Tradesmen's Rights Regulation Act 1946,TRUE,Department of Industry and Science,Industry,TRUE,24/06/2015 16:49,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of Industry and Science,TRUE,Department of Industry and Science,Industry,FALSE,1/05/2015 17:34,FALSE,2,5,5475,1600,1600,1600,0,0,0,1,400,0,0,0,850,0,0,0,0,0,0,0,0,0
2014-2015,Designs Office,TRUE,Designs Office,Industry,FALSE,30/07/2015 9:10,FALSE,1,1,36,0,12,5,0,0,0,1,2,0,0,2,15,5,0,0,0,0,0,0,0,0
2014-2015,Geoscience Australia,TRUE,Department of Industry and Science,Industry,TRUE,15/07/2015 12:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Industry and Science,TRUE,Department of Industry and Science,Industry,TRUE,16/07/2015 11:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Offshore Petroleum Safety & Environmental Management Auth.,TRUE,No data,Industry,FALSE,3/07/2015 12:36,FALSE,0,5,210,0,50,0,0,0,0,2,10,0,0,5,50,0,3036,0,2493,0,0,0,0,0
2014-2015,Offshore Minerals Joint Authority,TRUE,Department of Industry and Science,Industry,TRUE,16/07/2015 11:18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Industry,FALSE,Department of Industry and Science,Industry,TRUE,29/01/2015 10:07,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Parliamentary Secretary to the Minister for Industry and Science,TRUE,Department of Industry and Science,Industry,TRUE,16/07/2015 11:17,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Patent and Trade Marks Attorneys Disciplinary Tribunal,TRUE,Designs Office,Industry,TRUE,21/07/2015 13:14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Patent Office,TRUE,Designs Office,Industry,FALSE,30/07/2015 9:03,FALSE,1,1,133,0,3,3,0,0,0,0,0,0,0,0,30,0,3080,0,0,0,0,0,0,0
2014-2015,Plant Breeder's Rights Advisory Committee,TRUE,Designs Office,Industry,TRUE,21/07/2015 13:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Professional Standards Board for Patent and Trade Marks Attorneys,TRUE,Designs Office,Industry,TRUE,21/07/2015 13:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Skills Australia Board,TRUE,Department of Industry and Science,Industry,TRUE,24/06/2015 16:51,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Trade Marks Office,TRUE,Designs Office,Industry,FALSE,30/07/2015 14:29,FALSE,2,3,1300,30,200,3040,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,29118,0,0,0
2014-2015,Airservices Australia,TRUE,No data,Infrastructure and Regional Development,FALSE,10/07/2015 11:58,FALSE,1,2,710,80,80,40,0,0,1,2,36,0,0,0,1200,100,4500,0,0,0,1000,0,0,0
2014-2015,Assistant Minister for Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,24/07/2015 11:09,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Maritime Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,13/07/2015 11:11,FALSE,0,7,450,10,5,30,0,0,0,0,3,0,0,3,870,150,0,0,0,0,0,0,0,0
2014-2015,Australian Transport Safety Bureau,TRUE,No data,Infrastructure and Regional Development,FALSE,29/07/2015 19:55,FALSE,1,5,1030,10,27,0,0,0,0,3,10,0,0,0,200,0,0,0,0,0,0,0,0,0
2014-2015,Civil Aviation Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,7/07/2015 15:06,FALSE,1,2,2400,0,100,120,0,0,0,1,25,0,0,0,1000,0,0,0,0,0,0,0,0,0
2014-2015,Department of Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,23/07/2015 14:09,FALSE,2,3,3315,152,510,90,28,14,0,5,26,0,0,0,1185,0,0,0,0,0,3465,0,0,0
2014-2015,Infrastructure Australia,TRUE,No data,Infrastructure and Regional Development,FALSE,24/07/2015 16:44,FALSE,0,6,800,192,0,0,0,0,0,0,0,0,0,0,500,0,26000,0,0,0,0,0,0,0
2014-2015,International Air Services Commission,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,24/07/2015 11:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister for Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,24/07/2015 11:10,FALSE,0,10,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,National Capital Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,15/07/2015 15:54,FALSE,0,6,234,0,4,2,0,0,0,4,10,0,4,0,0,0,2335,0,0,0,0,0,0,0
2014-2015,National Transport Commission,TRUE,No data,Infrastructure and Regional Development,TRUE,21/07/2015 12:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Aboriginal Benefit Account Advisory Committee,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 11:50,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Aboriginal Hostels Limited,TRUE,No data,Prime Minister and Cabinet,FALSE,7/07/2015 13:27,FALSE,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Australian Public Service Commission,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,29/07/2015 15:42,FALSE,0,14,160,15,25,10,0,0,0,4,10,4,10,0,250,250,0,0,0,0,0,0,0,0
2014-2015,Commonwealth Ombudsman,TRUE,No data,Prime Minister and Cabinet,FALSE,15/07/2015 10:30,FALSE,0,6,573,10,0,10,0,0,0,2,4,0,0,0,34499,152,0,0,0,0,2010,0,0,0
2014-2015,Defence Force Remuneration Tribunal,TRUE,No data,Prime Minister and Cabinet,FALSE,7/07/2015 8:41,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Department of the Prime Minister and Cabinet,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,FALSE,21/07/2015 11:18,FALSE,10,3,10852,1322,2074,1983,0,0,0,0,0,0,0,0,0,0,5000,0,49288,0,6795,0,0,0
2014-2015,Executive Director of Township Leasing,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 10:27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Indigenous Business Australia,TRUE,No data,Prime Minister and Cabinet,TRUE,20/08/2015 14:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Indigenous Land Corporation,TRUE,No data,Prime Minister and Cabinet,FALSE,8/05/2015 11:28,FALSE,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0
2014-2015,Merit Protection Commissioner,TRUE,Australian Public Service Commission,Prime Minister and Cabinet,FALSE,29/07/2015 15:36,FALSE,0,10,65,15,20,2,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
2014-2015,Minister Assisting the Prime Minister for the Public Service,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 10:35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-2015,Minister Assisting the Prime Minister for Women,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,10/08/2015 10:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
