Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training Costs FOI AUD,Training Costs IPS AUD,Other costs FOI AUD,Other costs IPS AUS
2015-2016,Climate Change Authority,TRUE,Department of the Environment,Environment,FALSE,28/07/2016 15:02,FALSE,0,4,70,30,20,30,0,0,0,2,25,0,0,10,0,0,0,0,0,0,0,0,0,0
2015-2016,Commonwealth Environmental Water Holder,TRUE,Department of the Environment,Environment,TRUE,28/07/2016 12:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of the Environment,TRUE,Department of the Environment,Environment,FALSE,28/07/2016 10:33,FALSE,3,202,6600,480,1920,960,45,90,1,5,300,205,515,0,1200,0,8387,0,29059,0,2100,0,0,0
2015-2016,Director of National Parks,TRUE,Department of the Environment,Environment,TRUE,28/07/2016 12:09,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Great Barrier Reef Marine Park Authority,TRUE,No data,Environment,FALSE,07/07/2016 12:28,FALSE,0,13,220,0,43,47,0,0,0,8,0,1,102,189,1022,0,0,0,21875,0,0,0,0,0
2015-2016,Minister for Cities and the Built Environment ,FALSE,No data,Environment,TRUE,28/07/2016 12:06,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for the Environment and Energy,TRUE,Department of the Environment,Environment,FALSE,28/07/2016 15:07,FALSE,0,6,0,10,80,5,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Parliamentary Secretary to the Minister for the Environment,FALSE,No data,Environment,FALSE,26/10/2015 16:17,TRUE,0,2,0,0,10,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Sydney Harbour Federation Trust,TRUE,No data,Environment,FALSE,28/07/2016 10:29,FALSE,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Finance,FALSE,No data,Finance,TRUE,04/08/2016 9:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australasian Procurement and Construction Council Inc,TRUE,Department of Finance,Finance,TRUE,03/08/2016 13:44,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Electoral Commission,TRUE,No data,Finance,FALSE,02/08/2016 11:57,FALSE,0,2,600,40,150,200,0,0,0,0,10,0,0,0,0,0,0,0,35095,0,0,0,0,0
2015-2016,Australian Political Exchange Council,TRUE,Department of Finance,Finance,TRUE,03/08/2016 13:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Commonwealth Superannuation Corporation (previously ARIA),TRUE,No data,Finance,FALSE,04/07/2016 15:36,FALSE,0,2,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of Finance,TRUE,Department of Finance,Finance,FALSE,02/08/2016 17:51,FALSE,2,75,5460,3825,1800,0,0,0,0,0,0,0,0,0,5500,0,0,0,22160,0,1200,0,0,0
2015-2016,Future Fund Management Agency,TRUE,No data,Finance,FALSE,14/07/2016 14:40,FALSE,0,8,125,1,9,3,0,0,0,4,14,0,0,0,0,0,6323,0,0,0,0,0,0,0
2015-2016,Minister for Finance,TRUE,Department of Finance,Finance,FALSE,03/08/2016 13:53,FALSE,0,4,30,0,0,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Parliamentary Retiring Allowances Trust,TRUE,Department of Finance,Finance,TRUE,03/08/2016 13:44,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Parliamentary Secretary to the Minister for Finance,FALSE,No data,Finance,TRUE,26/10/2015 16:18,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Secretaries' ICT Governance Board,TRUE,Department of Finance,Finance,TRUE,03/08/2016 13:42,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Special Minister of State,TRUE,Department of Finance,Finance,FALSE,03/08/2016 13:52,FALSE,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,"Assistant Minister for Trade, Tourism and Investment",TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,12/07/2016 9:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Centre for International Agricultural Research,TRUE,No data,Foreign Affairs and Trade,TRUE,04/07/2016 16:10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Trade and Investment Commission (Austrade),TRUE,No data,Foreign Affairs and Trade,FALSE,28/07/2016 11:29,FALSE,0,2,800,200,200,0,0,0,0,0,100,0,0,0,5000,0,15085,0,0,0,1000,0,0,0
2015-2016,Department of Foreign Affairs and Trade,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,06/10/2015 11:36,FALSE,8,3,17690,174,105,2732,0,20,1,0,500,0,0,0,2685,0,0,0,0,0,5000,0,0,0
2015-2016,Export Finance and Insurance Corporation,TRUE,Export Finance and Insurance Corporation,Foreign Affairs and Trade,TRUE,18/07/2016 11:10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Foreign Affairs,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,18/07/2016 8:03,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for International Development and the Pacific,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,01/08/2016 20:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,"Minister for Trade, Tourism and Investment",TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,18/07/2016 8:19,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Parliamentary Secretary to the Minister for Foreign Affairs,FALSE,No data,Foreign Affairs and Trade,TRUE,18/07/2016 7:58,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Parliamentary Secretary to the Minister for Trade and Investment,FALSE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,05/08/2016 11:17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Tourism Australia,TRUE,No data,Foreign Affairs and Trade,TRUE,04/07/2016 15:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Biologicals,TRUE,Department of Health,Health,TRUE,15/07/2016 15:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Chemicals Scheduling ,TRUE,Department of Health,Health,TRUE,15/07/2016 15:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Complementary Medicines,TRUE,Department of Health,Health,TRUE,15/07/2016 15:30,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Medical Devices ,TRUE,Department of Health,Health,TRUE,15/07/2016 15:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Medicines Scheduling ,TRUE,Department of Health,Health,TRUE,15/07/2016 15:31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Non-prescription Medicines ,TRUE,Department of Health,Health,TRUE,15/07/2016 15:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on Prescription Medicines,TRUE,Department of Health,Health,TRUE,15/07/2016 15:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on the Safety of Medical Devices,TRUE,Department of Health,Health,TRUE,15/07/2016 15:32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Advisory Committee on the Safety of Medicines,TRUE,Department of Health,Health,TRUE,15/07/2016 15:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Aged Care Complaints Commissioner,TRUE,No data,Health,FALSE,19/07/2016 16:06,FALSE,1,17,723,1,54,4,0,0,0,6,21,1,6,2,20,0,9900,0,0,0,13088,0,0,0
2015-2016,Assistant Minister for Health and Aged Care,TRUE,Department of Health,Health,TRUE,15/07/2016 15:41,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Rural Health,TRUE,Department of Health,Health,TRUE,15/07/2016 15:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Community Pharmacy Authority,TRUE,Department of Health,Health,TRUE,15/07/2016 15:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Institute of Health and Welfare,TRUE,No data,Health,FALSE,19/07/2016 9:33,FALSE,0,13,47,6,9,3,0,0,0,0,0,0,0,0,0,0,4125,0,0,0,0,0,0,0
2015-2016,Australian Organ and Tissue Authority,TRUE,No data,Health,FALSE,25/07/2016 13:13,FALSE,0,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Radiation Protection and Nuclear Safety Agency,TRUE,No data,Health,FALSE,21/07/2016 11:17,FALSE,0,3,10,0,5,0,0,0,0,2,4,0,2,0,100,0,0,0,0,0,1500,0,0,0
2015-2016,Australian Sports Anti-Doping Authority,TRUE,No data,Health,FALSE,14/07/2016 10:59,FALSE,0,10,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Sports Commission,TRUE,No data,Health,FALSE,06/01/2016 16:07,FALSE,0,1,150,0,20,10,0,0,0,1,10,0,0,0,150,0,0,0,0,0,0,0,0,0
2015-2016,Cancer Australia,TRUE,No data,Health,FALSE,18/07/2016 9:05,FALSE,0,9,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Complaints Resolution Panel (Therapeutic good advertising),TRUE,Department of Health,Health,TRUE,15/07/2016 15:33,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of Health,TRUE,Department of Health,Health,FALSE,18/07/2016 16:01,FALSE,9,7,18000,373,4521,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1840,0,4500,0
2015-2016,Food Standards Australia New Zealand,TRUE,No data,Health,FALSE,25/07/2016 15:53,FALSE,0,119,18,5,57,3,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,4380,0,0,0
2015-2016,Gene Technology Ethics & Community Consultative Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:34,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Gene Technology Ministerial Council,TRUE,Department of Health,Health,TRUE,15/07/2016 15:34,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Gene Technology Regulator,TRUE,Gene Technology Regulator,Health,FALSE,04/07/2016 16:16,FALSE,0,28,0,18,430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Gene Technology Technical Advisory Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:34,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Health and Hospitals Fund Advisory Board,TRUE,Department of Health,Health,TRUE,15/07/2016 15:35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Independent Hospital Pricing Authority,TRUE,No data,Health,TRUE,07/07/2016 12:10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Independent Review PBS Cost Recovery Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:36,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Medical Training Review Panel,TRUE,Department of Health,Health,TRUE,15/07/2016 15:36,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Medicare Participation Review Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:36,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Health and Aged Care,TRUE,Department of Health,Health,TRUE,18/07/2016 15:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Rural Health,FALSE,No data,Health,TRUE,15/07/2016 15:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Sport,TRUE,Department of Health,Health,TRUE,15/07/2016 15:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Blood Authority,TRUE,No data,Health,TRUE,08/07/2016 9:10,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Health and Medical Research Council,TRUE,No data,Health,FALSE,11/07/2016 11:57,FALSE,0,26,80,41,466,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Health Performance Authority ,TRUE,No data,Health,TRUE,20/06/2016 9:37,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Industrial Chemicals Notification and Assessment Scheme,TRUE,No data,Health,FALSE,29/04/2016 13:40,FALSE,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Mental Health Commission,TRUE,No data,Health,FALSE,19/07/2016 14:23,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Pathology Services Table Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:37,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Pharmaceutical Benefits Advisory Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:37,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Pharmaceutical Benefits Remuneration Tribunal,TRUE,Department of Health,Health,TRUE,15/07/2016 15:37,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Professional Services Review,TRUE,No data,Health,TRUE,21/10/2015 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Prostheses List Advisory Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Second Review Dental Benefits Act 2008 Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Therapeutic Goods Advertising Code Council,TRUE,Department of Health,Health,TRUE,15/07/2016 15:38,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Therapeutic Goods Committee,TRUE,Department of Health,Health,TRUE,15/07/2016 15:39,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,11/07/2016 10:21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Department of Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,FALSE,11/07/2016 10:20,FALSE,72,17,138024,96,72,144,0,0,0,0,67,0,0,0,60774,0,17269,0,200881,0,160653,0,254389,0
2015-2016,Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,11/07/2016 10:21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Renewable Energy Agency,TRUE,No data,Industry,TRUE,26/10/2015 16:19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Ctee's estab'd under Tradesmen's Rights Regulation Act 1946,TRUE,No data,Industry,TRUE,26/10/2015 16:22,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Offshore Minerals Joint Authority,TRUE,No data,Industry,TRUE,26/10/2015 16:20,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Skills Australia Board,FALSE,No data,Industry,TRUE,26/10/2015 16:22,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,"Assistant Minister for Industry, Innovation and Science",TRUE,"Department of Industry, Innovation and Science","Industry, Innovation and Science",FALSE,28/07/2016 8:44,FALSE,0,1,18,18,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Science,FALSE,No data,"Industry, Innovation and Science",FALSE,28/07/2016 8:42,FALSE,0,1,18,18,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
2015-2016,Australian Institute of Marine Science,TRUE,No data,"Industry, Innovation and Science",FALSE,27/07/2016 15:43,FALSE,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Nuclear Science and Technology Organisation,TRUE,No data,"Industry, Innovation and Science",FALSE,29/07/2016 11:08,FALSE,0,4,90,15,0,0,0,0,0,3,20,0,0,0,150,0,0,0,0,0,0,0,0,0
2015-2016,Australian Skills Quality Authority,TRUE,No data,"Industry, Innovation and Science",FALSE,20/07/2016 11:48,FALSE,0,5,543,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Commonwealth Scientific and Industrial Research Organisation (CSIRO),TRUE,No data,"Industry, Innovation and Science",FALSE,22/07/2016 11:15,FALSE,2,0,1460,0,100,1040,0,0,0,2,5,0,0,20,250,0,0,0,0,0,600,0,0,0
2015-2016,"Department of Industry, Innovation and Science",TRUE,"Department of Industry, Innovation and Science","Industry, Innovation and Science",FALSE,16/06/2016 10:24,FALSE,2,5,4970,1260,1260,630,180,90,0,0,250,0,0,0,1170,0,0,0,0,0,0,0,0,0
2015-2016,Designs Office,TRUE,Designs Office,"Industry, Innovation and Science",TRUE,05/10/2015 9:28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Geoscience Australia,TRUE,"Department of Industry, Innovation and Science","Industry, Innovation and Science",FALSE,21/07/2016 10:44,FALSE,0,3,126,18,18,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
2015-2016,"Minister for Industry, Innovation and Science",TRUE,"Department of Industry, Innovation and Science","Industry, Innovation and Science",FALSE,07/07/2016 15:54,FALSE,0,1,36,18,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Northern Australia,FALSE,No data,"Industry, Innovation and Science",TRUE,28/07/2016 8:22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Resources and Northern Australia,TRUE,"Department of Industry, Innovation and Science","Industry, Innovation and Science",FALSE,28/07/2016 8:22,FALSE,0,1,18,18,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
2015-2016,National Offshore Petroleum Safety & Environmental Management Auth.,TRUE,No data,"Industry, Innovation and Science",FALSE,20/04/2016 10:12,FALSE,0,5,2,0,3,1,0,0,0,2,1,0,0,0,50,0,0,0,9241,0,0,0,0,0
2015-2016,Parliamentary Secretary to the Minister for Industry and Science,FALSE,No data,"Industry, Innovation and Science",TRUE,28/07/2016 8:47,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Patent and Trade Marks Attorneys Disciplinary Tribunal,TRUE,Designs Office,"Industry, Innovation and Science",TRUE,19/07/2016 9:08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Patent Office,TRUE,Designs Office,"Industry, Innovation and Science",FALSE,20/07/2016 16:24,FALSE,0,2,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0
2015-2016,Plant Breeder's Rights Advisory Committee,TRUE,Designs Office,"Industry, Innovation and Science",FALSE,20/07/2016 16:23,FALSE,0,2,0,0,160,0,0,0,0,0,0,0,0,0,0,0,25190,0,0,0,0,0,0,0
2015-2016,Professional Standards Board for Patent and Trade Marks Attorneys,TRUE,Designs Office,"Industry, Innovation and Science",TRUE,19/07/2016 9:08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Trade Marks Office,TRUE,Designs Office,"Industry, Innovation and Science",FALSE,19/07/2016 9:10,FALSE,2,4,3600,0,135,0,0,0,0,0,0,0,0,0,300,0,2990,0,0,0,3485,0,0,0
2015-2016,Airservices Australia,TRUE,No data,Infrastructure and Regional Development,FALSE,07/07/2016 12:23,FALSE,1,2,745,70,70,32,0,0,1,2,24,0,0,0,1130,145,0,0,0,0,1200,0,0,0
2015-2016,Assistant Minister for Infrastructure and Regional Development,FALSE,No data,Infrastructure and Regional Development,FALSE,13/10/2015 14:48,TRUE,1,4,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Australian Maritime Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,19/07/2016 11:49,FALSE,0,7,440,10,5,30,0,0,0,0,3,0,0,3,890,160,0,0,0,0,0,0,0,0
2015-2016,Australian Transport Safety Bureau,TRUE,No data,Infrastructure and Regional Development,FALSE,19/07/2016 12:48,FALSE,1,5,840,2,16,0,0,0,0,3,8,0,0,0,100,0,0,0,0,0,0,0,0,0
2015-2016,Civil Aviation Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,21/07/2016 11:34,FALSE,1,2,2400,0,100,200,0,0,0,1,25,0,0,0,1000,0,0,0,0,0,0,0,0,0
2015-2016,Department of Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,03/08/2016 14:27,FALSE,2,1,1800,272,1050,172,10,50,0,3,0,0,0,0,0,0,0,0,0,0,3440,0,0,0
2015-2016,Infrastructure Australia,TRUE,No data,Infrastructure and Regional Development,FALSE,01/07/2016 18:50,FALSE,1,5,1152,70,1,50,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0
2015-2016,International Air Services Commission,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,04/08/2016 16:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Infrastructure and Transport,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,04/08/2016 15:48,FALSE,1,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,"Minister for Major Projects, Territories and Local Government",FALSE,No data,Infrastructure and Regional Development,TRUE,04/08/2016 15:54,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,TRUE,04/08/2016 15:43,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,"Minister for Territories, Local Government and Major Projects",FALSE,No data,Infrastructure and Regional Development,TRUE,20/04/2016 13:11,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Minister for Urban Infrastructure,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,20/04/2016 13:02,TRUE,2,1,16,0,4,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,National Capital Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,29/07/2016 10:37,FALSE,0,7,868,28,60,40,0,0,0,4,12,0,2,2,22,0,600,0,0,0,0,0,0,0
2015-2016,National Transport Commission,TRUE,No data,Infrastructure and Regional Development,TRUE,27/07/2016 16:41,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Aboriginal Benefit Account Advisory Committee,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Aboriginal Hostels Limited,TRUE,No data,Prime Minister and Cabinet,FALSE,14/07/2016 14:35,FALSE,1,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-2016,Assistant Minister for Cities and Digital Transformation,TRUE,Department of the Prime Minister and Cabinet,Prime Minister and Cabinet,TRUE,28/07/2016 16:23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
