Report year,Agency name,Is agency active,Administrating Agency Name,Portfolio,Nil return,Date created,Last return by agency,Staff spending 75 per cent plus time on FOI,Staff spending more than 0 less than 75 per cent time on FOI,Estimated APS staff hours where normal duties include FOI,Estimated SES staff hours where normal duties include FOI,Estimated staff hours APS 6 and EL1 to 2 involved in FOI,Estimated staff hours APS 1 to 5 involved in FOI,Estimated staff hours ministers and advisers involved in FOI,Estimated staff hours other ministerial staff involved in FOI,Staff spending 75 per cent time plus on IPS,Staff spending more than 0 less than 75 per cent time on IPS,Estimated APS staff hours where normal duties include IPS,Estimated SES staff hours where normal duties include IPS,Estimated staff hours APS 6 and EL1 to 2 involved in IPS,Estimated staff hours APS 1 to 5 involved in IPS,Admin costs FOI AUD,Admin costs IPS AUD,Legal costs FOI AUD,Legal costs IPS AUD,Litigation costs FOI AUD,Litigation costs IPS AUD,Training costs FOI AUD,Training costs IPS AUD,Other costs FOI AUD,Other costs IPS AUD
2013-2014,Great Barrier Reef Marine Park Authority,TRUE,No data,Environment,FALSE,18/07/2014 16:13,FALSE,2,37,703,1,76,43,0,0,0,6,0,0,0,10,7855,0,0,0,0,0,0,0,0,0
2013-2014,Minister for the Environment,TRUE,Department of the Environment,Environment,FALSE,31/07/2014 0:05,FALSE,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Murray-Darling Basin Authority,TRUE,No data,Environment,FALSE,7/07/2014 16:44,FALSE,0,15,47,9,52,8,0,0,0,8,4,0,1170,0,321,0,0,0,0,0,0,0,0,0
2013-2014,National Environment Protection Council,TRUE,Department of the Environment,Environment,TRUE,31/07/2014 0:06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Environment Protection Council Service Corporation,TRUE,Department of the Environment,Environment,TRUE,31/07/2014 0:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Water Commission,TRUE,No data,Environment,FALSE,21/07/2014 11:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Sustainability and Urban Water,FALSE,Department of the Environment,Environment,TRUE,25/07/2014 22:21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Minister for the Environment,TRUE,Department of the Environment,Environment,TRUE,3/08/2014 15:18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Sydney Harbour Federation Trust,TRUE,No data,Environment,FALSE,30/07/2014 9:54,FALSE,0,2,90,0,230,30,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0
2013-2014,Water Efficiency Labelling and Standards Regulator,TRUE,Department of the Environment,Environment,TRUE,31/07/2014 0:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Albury-Wodonga Corporation,TRUE,No data,Finance,FALSE,30/07/2014 23:16,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australasian Procurement and Construction Council Inc,TRUE,Department of Finance,Finance,FALSE,30/07/2014 23:21,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Electoral Commission,TRUE,No data,Finance,FALSE,10/07/2014 8:23,FALSE,0,3,300,20,100,150,0,0,0,15,0,0,0,0,400,100,0,0,0,0,675,0,0,0
2013-2014,Australian Political Exchange Council,TRUE,Department of Finance,Finance,FALSE,30/07/2014 23:35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Commonwealth Superannuation Corporation (previously ARIA),TRUE,No data,Finance,FALSE,30/07/2014 23:42,FALSE,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,ComSuper,TRUE,No data,Finance,FALSE,21/07/2014 9:15,FALSE,1,1,858,0,85,0,0,0,0,0,0,0,0,0,640,0,0,0,0,0,700,0,0,0
2013-2014,Department of Finance,TRUE,Department of Finance,Finance,FALSE,14/07/2014 10:33,FALSE,3,7,5646,1115,2230,1115,0,0,0,1,51,0,0,0,5500,0,0,0,0,0,0,0,0,0
2013-2014,Future Fund Management Agency,TRUE,No data,Finance,FALSE,17/07/2014 16:33,FALSE,0,7,0,2,71,0,0,0,0,1,0,0,1,0,0,0,31654,0,0,0,1780,0,0,0
2013-2014,Minister Assisting for Deregulation,FALSE,Department of Finance,Finance,TRUE,25/07/2014 22:43,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Finance,TRUE,Department of Finance,Finance,FALSE,31/07/2014 0:01,FALSE,0,2,6,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Retiring Allowances Trust,TRUE,Department of Finance,Finance,FALSE,31/07/2014 0:13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Minister for Finance,TRUE,Department of Finance,Finance,TRUE,3/08/2014 19:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Secretaries' ICT Governance Board,TRUE,Department of Finance,Finance,FALSE,31/07/2014 0:19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Special Minister of State,TRUE,Department of Finance,Finance,FALSE,31/07/2014 0:20,FALSE,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Agency for International Development (AusAID),FALSE,No data,Foreign Affairs and Trade,FALSE,18/10/2013 16:37,TRUE,1,2,600,30,60,15,0,0,1,35,267,8,12,8,33,0,374,0,0,0,0,0,0,0
2013-2014,Australian Centre for International Agricultural Research,TRUE,No data,Foreign Affairs and Trade,TRUE,3/07/2014 16:18,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Trade Commission (Austrade),TRUE,No data,Foreign Affairs and Trade,FALSE,14/10/2013 12:43,FALSE,0,4,400,100,100,0,0,0,0,0,100,0,0,0,1000,0,5000,0,0,0,1000,0,0,0
2013-2014,Department of Foreign Affairs and Trade,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,2/12/2013 9:49,FALSE,6,2,13250,0,2770,2700,0,0,0,1,200,0,0,0,2179,0,0,0,0,0,5000,0,0,0
2013-2014,Export Finance and Insurance Corporation,TRUE,No data,Foreign Affairs and Trade,FALSE,1/07/2014 10:40,FALSE,0,13,60,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,18960,0
2013-2014,Minister for Foreign Affairs,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,21/07/2014 10:05,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Tourism,FALSE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,16/10/2013 17:09,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Trade and Investment,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,FALSE,21/07/2014 10:03,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Pacific Island Affairs,FALSE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,25/07/2014 22:27,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Trade,FALSE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,25/07/2014 22:20,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Minister for Foreign Affairs,TRUE,Department of Foreign Affairs and Trade,Foreign Affairs and Trade,TRUE,3/08/2014 19:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Tourism Australia,TRUE,No data,Foreign Affairs and Trade,FALSE,21/07/2014 18:23,FALSE,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Biologicals,TRUE,Department of Health,Health,TRUE,25/07/2014 14:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Chemicals Scheduling ,TRUE,Department of Health,Health,TRUE,25/07/2014 14:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Complementary Medicines,TRUE,Department of Health,Health,TRUE,25/07/2014 14:55,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Medical Devices ,TRUE,Department of Health,Health,TRUE,25/07/2014 14:55,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Medicines Scheduling ,TRUE,Department of Health,Health,TRUE,25/07/2014 14:56,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Non-prescription Medicines ,TRUE,Department of Health,Health,TRUE,25/07/2014 14:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on Prescription Medicines,TRUE,Department of Health,Health,TRUE,25/07/2014 14:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on the Safety of Medical Devices,TRUE,Department of Health,Health,TRUE,25/07/2014 14:57,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Advisory Committee on the Safety of Medicines,TRUE,Department of Health,Health,TRUE,25/07/2014 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Assistant Minister for Health ,TRUE,Department of Health,Health,FALSE,25/07/2014 14:52,FALSE,0,3,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Commission on Safety and Quality in Health Care,TRUE,Australian Commission on Safety and Quality in Health Care,Health,FALSE,30/07/2014 23:25,FALSE,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Commission on Safety and Quality in Healthcare Board,TRUE,Australian Commission on Safety and Quality in Health Care,Health,TRUE,30/07/2014 23:26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Community Pharmacy Authority,TRUE,Department of Health,Health,TRUE,25/07/2014 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Institute of Health and Welfare,TRUE,No data,Health,FALSE,22/01/2014 12:14,FALSE,0,3,40,2,10,8,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian National Preventive Health Agency,TRUE,Department of Health,Health,FALSE,15/10/2013 13:31,TRUE,0,3,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Organ and Tissue Donation and Transplantation Authority,TRUE,No data,Health,FALSE,14/07/2014 10:17,FALSE,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Radiation Protection and Nuclear Safety Agency,TRUE,No data,Health,FALSE,17/07/2014 15:12,FALSE,0,2,80,5,1,0,0,0,0,1,20,0,0,0,1000,0,0,0,0,0,0,0,0,0
2013-2014,Australian Sports Anti-Doping Authority,TRUE,No data,Health,FALSE,13/03/2014 16:58,FALSE,1,12,300,5,300,30,0,0,1,12,50,5,50,0,255,0,10000,0,0,0,0,0,0,0
2013-2014,Australian Sports Commission,TRUE,No data,Health,FALSE,3/07/2014 14:53,FALSE,0,1,32,0,13,0,0,10,0,1,10,0,0,0,150,0,0,0,0,0,0,0,0,0
2013-2014,Cancer Australia,TRUE,No data,Health,FALSE,2/07/2014 11:42,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Complaints Resolution Panel (Therapeutic good advertising),TRUE,Department of Health,Health,TRUE,25/07/2014 14:58,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Department of Health,TRUE,Department of Health,Health,FALSE,9/07/2014 10:36,FALSE,9,150,18000,444,5373,98,0,0,0,0,0,0,0,0,6280,0,107194,0,0,0,619,0,4160,0
2013-2014,Food Standards Australia New Zealand,TRUE,No data,Health,FALSE,8/07/2014 14:08,FALSE,0,115,877,20,309,18,0,0,0,4,65,0,0,0,5500,0,10800,0,0,0,2550,0,0,0
2013-2014,Gene Technology Ethics & Community Consultative Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 14:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Gene Technology Ministerial Council,TRUE,Department of Health,Health,TRUE,25/07/2014 14:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Gene Technology Regulator,TRUE,Department of Health,Health,TRUE,25/07/2014 15:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Gene Technology Technical Advisory Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Health and Hospitals Fund Advisory Board,TRUE,Department of Health,Health,TRUE,25/07/2014 15:00,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Health Workforce Australia,TRUE,No data,Health,FALSE,28/07/2014 22:09,TRUE,0,1,0,0,30,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Independent Hospital Pricing Authority,TRUE,No data,Health,TRUE,4/07/2014 16:26,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Independent Review PBS Cost Recovery Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:01,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Medical Training Review Panel,TRUE,Department of Health,Health,TRUE,25/07/2014 15:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Medicare Participation Review Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:02,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Health,TRUE,Department of Health,Health,FALSE,25/07/2014 14:52,FALSE,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Health and Medical Research,FALSE,Department of Health,Health,TRUE,15/10/2013 13:24,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Indigenous Health,FALSE,Department of Health,Health,TRUE,15/10/2013 13:25,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Mental Health and Ageing,FALSE,Department of Health,Health,TRUE,15/10/2013 13:28,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Sport,TRUE,Department of Health,Health,TRUE,25/07/2014 15:08,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Blood Authority,TRUE,No data,Health,TRUE,7/07/2014 9:12,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Health and Medical Research Council,TRUE,No data,Health,FALSE,31/07/2014 0:08,FALSE,0,17,45,175,263,100,0,0,0,1,3,0,3,0,0,0,1332,0,0,0,0,0,0,0
2013-2014,National Health Performance Authority ,TRUE,Department of Health,Health,TRUE,25/07/2014 15:04,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Industrial Chemicals Notification and Assessment Scheme,TRUE,No data,Health,FALSE,21/07/2014 13:44,FALSE,0,1,20,1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Mental Health Commission,TRUE,No data,Health,TRUE,23/07/2014 11:14,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary for Health and Ageing,FALSE,Department of Health,Health,TRUE,15/10/2013 13:29,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Pathology Services Table Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Pharmaceutical Benefits Advisory Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Pharmaceutical Benefits Remuneration Tribunal,TRUE,Department of Health,Health,TRUE,25/07/2014 15:05,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Private Health Insurance Administration Council,TRUE,No data,Health,FALSE,23/07/2014 11:30,FALSE,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Private Health Insurance Ombudsman,TRUE,No data,Health,FALSE,1/07/2014 15:12,FALSE,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Professional Services Review,TRUE,No data,Health,TRUE,31/07/2014 0:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Prostheses List Advisory Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Second Review Dental Benefits Act 2008 Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Sport and Recreation Ministers' Council,TRUE,Department of Health,Health,FALSE,31/07/2014 0:20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Therapeutic Goods Advertising Code Council,TRUE,Department of Health,Health,TRUE,25/07/2014 15:06,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Therapeutic Goods Committee,TRUE,Department of Health,Health,TRUE,25/07/2014 15:07,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Assistant Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,30/07/2014 10:52,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Customs and Border Protection Service,TRUE,No data,Immigration and Border Protection,FALSE,30/07/2014 7:42,FALSE,2,16,4741,110,491,175,43,0,1,6,10,0,0,0,723,0,0,0,0,0,0,0,0,0
2013-2014,Department of Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,FALSE,28/07/2014 12:25,FALSE,79,22,118242,90,360,90,0,0,0,2,3600,0,0,0,76508,0,19775,0,33742,0,876,0,47012,0
2013-2014,Migration Review Tribunal,TRUE,Migration Review Tribunal,Immigration and Border Protection,FALSE,21/10/2013 15:58,FALSE,0,60,512,0,25,20,0,0,0,1,0,0,1,0,7611,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Immigration and Border Protection,TRUE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,30/07/2014 10:51,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Immigration and Citizenship,FALSE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,25/07/2014 21:17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Multicultural Affairs,FALSE,Department of Immigration and Border Protection,Immigration and Border Protection,TRUE,25/07/2014 23:17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Refugee Review Tribunal,TRUE,Migration Review Tribunal,Immigration and Border Protection,FALSE,31/07/2014 0:15,FALSE,0,60,635,0,25,20,0,0,0,1,1,0,0,0,9303,0,0,0,0,0,0,0,0,0
2013-2014,Australian Institute of Marine Science,TRUE,No data,Industry,FALSE,21/07/2014 9:23,FALSE,0,5,4,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Nuclear Science and Technology Organisation,TRUE,No data,Industry,FALSE,21/07/2014 11:17,FALSE,0,7,162,0,34,22,0,0,0,2,5,0,0,0,200,0,1530,0,0,0,0,0,0,0
2013-2014,Australian Renewable Energy Agency,TRUE,Department of Industry,Industry,TRUE,16/10/2013 16:46,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Skills Quality Authority,TRUE,No data,Industry,FALSE,3/02/2014 10:18,FALSE,0,41,354,5,91,33,0,0,0,2,15,0,0,0,500,0,0,0,0,0,1513,0,0,0
2013-2014,Commonwealth Scientific and Industrial Research Organisation (CSIRO),TRUE,No data,Industry,FALSE,1/07/2014 16:35,FALSE,3,0,3480,0,0,2000,0,0,0,3,0,0,0,0,1570,0,13933,0,0,0,0,0,0,0
2013-2014,Ctee's estab'd under Tradesmen's Rights Regulation Act 1946,TRUE,Department of Industry,Industry,TRUE,16/07/2014 7:15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Department of Industry,TRUE,Department of Industry,Industry,FALSE,15/10/2013 14:32,FALSE,2,3,5800,2250,2250,2250,0,0,0,1,400,0,0,0,450,0,0,0,0,0,0,0,0,0
2013-2014,Designs Office,TRUE,Designs Office,Industry,FALSE,28/07/2014 12:18,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Geoscience Australia,TRUE,Department of Industry,Industry,FALSE,16/10/2013 16:22,FALSE,0,2,30,1,10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
2013-2014,Minister Assisting for Industry and Innovation,FALSE,Department of Industry,Industry,TRUE,6/05/2014 11:00,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Minister for Industry,TRUE,Department of Industry,Industry,FALSE,16/07/2014 9:15,FALSE,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,National Offshore Petroleum Safety & Environmental Management Auth.,TRUE,No data,Industry,FALSE,31/07/2014 0:11,FALSE,0,7,775,0,25,0,0,0,0,2,20,0,0,0,70,0,808,0,0,0,0,0,0,0
2013-2014,Offshore Minerals Joint Authority,TRUE,Department of Industry,Industry,TRUE,16/10/2013 16:40,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Parliamentary Secretary to the Minister for Industry,TRUE,Department of Industry,Industry,FALSE,16/07/2014 8:35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Patent and Trade Marks Attorneys Disciplinary Tribunal,TRUE,Designs Office,Industry,TRUE,29/07/2014 8:47,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Patent Office,TRUE,Designs Office,Industry,FALSE,29/07/2014 8:46,FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Plant Breeder's Rights Advisory Committee,TRUE,Designs Office,Industry,TRUE,29/07/2014 8:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Professional Standards Board for Patent and Trade Marks Attorneys,TRUE,Designs Office,Industry,TRUE,29/07/2014 8:49,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Skills Australia Board,TRUE,Department of Industry,Industry,TRUE,16/07/2014 7:59,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,The Contributions Review Panel,FALSE,Department of Industry,Industry,TRUE,16/07/2014 8:21,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,The Education Investment Fund Advisory Board ,TRUE,Department of Industry,Industry,TRUE,16/07/2014 8:24,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Trade Marks Office,TRUE,Designs Office,Industry,FALSE,18/03/2014 9:33,FALSE,5,6,8466,40,250,40,0,0,0,8,328,0,10,40,10200,100,327,0,0,0,0,0,0,0
2013-2014,Airservices Australia,TRUE,No data,Infrastructure and Regional Development,FALSE,30/07/2014 23:15,FALSE,1,3,900,100,100,60,0,0,1,2,48,0,0,4,1600,0,9000,0,0,0,1200,0,0,0
2013-2014,Assistant Minister for Infrastructure and Regional Development,TRUE,Department of Infrastructure and Regional Development,Infrastructure and Regional Development,FALSE,11/07/2014 15:35,FALSE,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-2014,Australian Maritime Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,16/07/2014 10:14,FALSE,0,3,450,10,5,30,0,0,0,0,3,0,0,3,870,150,0,0,0,0,0,0,0,0
2013-2014,Australian Transport Safety Bureau,TRUE,No data,Infrastructure and Regional Development,FALSE,30/07/2014 23:39,FALSE,1,5,1872,104,370,28,0,0,0,3,10,0,0,0,200,0,0,0,0,0,0,0,0,0
2013-2014,Civil Aviation Safety Authority,TRUE,No data,Infrastructure and Regional Development,FALSE,1/07/2014 10:28,FALSE,1,2,2400,0,100,150,0,0,0,1,25,0,0,0,1000,0,0,0,0,0,890,0,0,0
